"state","surveyResult","restaurants__name","restaurants__image_url","restaurants__url","restaurants__rating","restaurants__location__address1","restaurants__location__address2","restaurants__location__address3","restaurants__location__city","restaurants__location__zip_code","restaurants__location__country","restaurants__location__state","restaurants__location__display_address__001","restaurants__location__display_address__002","restaurants__location__display_address__003"
"","","Pizzeria Bianco","https://s3-media3.fl.yelpcdn.com/bphoto/hPPdFaiO78_sjxu8pGXSfA/o.jpg","https://www.yelp.com/biz/pizzeria-bianco-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","623 E Adams St","","","Phoenix","85004","US","AZ","623 E Adams St","Phoenix, AZ 85004",""
"","","Four Peaks Brewing","https://s3-media4.fl.yelpcdn.com/bphoto/lflP1izEVWbOHNxhybQ5mA/o.jpg","https://www.yelp.com/biz/four-peaks-brewing-tempe?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1340 E 8th St","Ste 104","","Tempe","85281","US","AZ","1340 E 8th St","Ste 104","Tempe, AZ 85281"
"","","Rehab Burger Therapy","https://s3-media2.fl.yelpcdn.com/bphoto/ebHtrdYiZiCs2cznJsssYw/o.jpg","https://www.yelp.com/biz/rehab-burger-therapy-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","7210 E 2nd St","","","Scottsdale","85251","US","AZ","7210 E 2nd St","Scottsdale, AZ 85251",""
"","","Lux Central","https://s3-media4.fl.yelpcdn.com/bphoto/zbqPnkBXQVn_qwFLjjjBnw/o.jpg","https://www.yelp.com/biz/lux-central-phoenix-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4400 N Central Ave","","","Phoenix","85012","US","AZ","4400 N Central Ave","Phoenix, AZ 85012",""
"Missouri","Kansas City","Joe's Kansas City BBQ","https://s3-media3.fl.yelpcdn.com/bphoto/yDnNC9K0SWnOOV2IEyOCjw/o.jpg","https://www.yelp.com/biz/joes-kansas-surveyResult-bbq-kansas-surveyResult-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3002 W 47th Ave","","","Kansas City","66103","US","KS","3002 W 47th Ave","Kansas City, KS 66103",""
"","","Q39 Midtown","https://s3-media1.fl.yelpcdn.com/bphoto/myku_oTF3j5B4G0hvDJ2Qg/o.jpg","https://www.yelp.com/biz/q39-midtown-kansas-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1000 W 39th St","","","Kansas City","64111","US","MO","1000 W 39th St","Kansas City, MO 64111",""
"","","Jack Stack Barbecue - Freight House","https://s3-media3.fl.yelpcdn.com/bphoto/hKTHG_arDBZ-RQrPwln8xw/o.jpg","https://www.yelp.com/biz/jack-stack-barbecue-freight-house-kansas-surveyResult-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","101 W 22nd St","Ste 300","","Kansas City","64108","US","MO","101 W 22nd St","Ste 300","Kansas City, MO 64108"
"","","Arthur Bryant's Barbeque","https://s3-media1.fl.yelpcdn.com/bphoto/bgED9pbALjRbnjaS5RrY8A/o.jpg","https://www.yelp.com/biz/arthur-bryants-barbeque-kansas-surveyResult-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1727 Brooklyn Ave","","","Kansas City","64127","US","MO","1727 Brooklyn Ave","Kansas City, MO 64127",""
"","","Beer Kitchen","https://s3-media3.fl.yelpcdn.com/bphoto/L0K9Pqv1J6jbXiEZAX9d1Q/o.jpg","https://www.yelp.com/biz/beer-kitchen-kansas-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","435 Westport Rd","","","Kansas City","64111","US","MO","435 Westport Rd","Kansas City, MO 64111",""
"Georgia","Atlanta","Fox Bros. Bar-B-Q","https://s3-media1.fl.yelpcdn.com/bphoto/HCc4JWRO2E6jm3jSdijL0Q/o.jpg","https://www.yelp.com/biz/fox-bros-bar-b-q-atlanta?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1238 Dekalb Ave Ne","","null","Atlanta","30307","US","GA","1238 Dekalb Ave Ne","Atlanta, GA 30307",""
"","","Mary Mac's Tea Room","https://s3-media2.fl.yelpcdn.com/bphoto/VnSvJ8iyJTKeJionmkwFnQ/o.jpg","https://www.yelp.com/biz/mary-macs-tea-room-atlanta?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","224 Ponce De Leon Ave NE","","","Atlanta","30308","US","GA","224 Ponce De Leon Ave NE","Atlanta, GA 30308",""
"","","Antico Pizza","https://s3-media1.fl.yelpcdn.com/bphoto/AmXi6EfsfObCH1xoeySHlQ/o.jpg","https://www.yelp.com/biz/antico-pizza-atlanta?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1093 Hemphill Ave NW","","","Atlanta","30318","US","GA","1093 Hemphill Ave NW","Atlanta, GA 30318",""
"","","Poor Calvin's","https://s3-media3.fl.yelpcdn.com/bphoto/hd7Ith2Gm3QnrQqOzI_JvA/o.jpg","https://www.yelp.com/biz/poor-calvins-atlanta-15?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","510 Piedmont Ave NE","null","","Atlanta","30308","US","GA","510 Piedmont Ave NE","Atlanta, GA 30308",""
"","","Two Urban Licks","https://s3-media1.fl.yelpcdn.com/bphoto/ijccHnF0_pDUPORpt48tYQ/o.jpg","https://www.yelp.com/biz/two-urban-licks-atlanta?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","820 Ralph McGill Blvd NE","null","","Atlanta","30306","US","GA","820 Ralph McGill Blvd NE","Atlanta, GA 30306",""
"Colorado","Colorado Springs","The Rabbit Hole","https://s3-media4.fl.yelpcdn.com/bphoto/3WHXfpAtK_rpTFyjoqTNwA/o.jpg","https://www.yelp.com/biz/the-rabbit-hole-colorado-springs?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","101 N Tejon St","","","Colorado Springs","80903","US","CO","101 N Tejon St","Colorado Springs, CO 80903",""
"","","Shuga's","https://s3-media3.fl.yelpcdn.com/bphoto/EgIqJf1qnwLaoCubrDCACg/o.jpg","https://www.yelp.com/biz/shugas-colorado-springs?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","702 S Cascade Ave","","","Colorado Springs","80903","US","CO","702 S Cascade Ave","Colorado Springs, CO 80903",""
"","","Phantom Canyon","https://s3-media1.fl.yelpcdn.com/bphoto/Wv5cU28jtXq_WfTPIYIpDQ/o.jpg","https://www.yelp.com/biz/phantom-canyon-colorado-springs?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2 E Pikes Peak Ave","","","Colorado Springs","80903","US","CO","2 E Pikes Peak Ave","Colorado Springs, CO 80903",""
"","","Rudy's Country Store And Bar-B-Q","https://s3-media3.fl.yelpcdn.com/bphoto/b30Hs11tXOuuJHwquRghAQ/o.jpg","https://www.yelp.com/biz/rudys-country-store-and-bar-b-q-colorado-springs-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","315 S 31st St","","","Colorado Springs","80904","US","CO","315 S 31st St","Colorado Springs, CO 80904",""
"","","Urban Egg A Daytime Eatery","https://s3-media4.fl.yelpcdn.com/bphoto/c81em4LnV0HTj9jADt-OTA/o.jpg","https://www.yelp.com/biz/urban-egg-a-daytime-eatery-colorado-springs-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","5262 N Nevada Ave","","","Colorado Springs","80918","US","CO","5262 N Nevada Ave","Colorado Springs, CO 80918",""
"Florida","Miami","Yardbird Southern Table & Bar","https://s3-media2.fl.yelpcdn.com/bphoto/sftazXPA-kk2sjoMdezvGQ/o.jpg","https://www.yelp.com/biz/yardbird-southern-table-and-bar-miami-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1600 Lenox Ave","","","Miami Beach","33139","US","FL","1600 Lenox Ave","Miami Beach, FL 33139",""
"","","Versailles Restaurant","https://s3-media4.fl.yelpcdn.com/bphoto/TLEkE09ry4HsBMT2-vL-Zw/o.jpg","https://www.yelp.com/biz/versailles-restaurant-miami?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3555 SW 8th St","","","Miami","33135","US","FL","3555 SW 8th St","Miami, FL 33135",""
"","","Puerto Sagua Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/fXXkhz5uKejEvsmVdlTnMA/o.jpg","https://www.yelp.com/biz/puerto-sagua-restaurant-miami-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","700 Collins Ave","","","Miami Beach","33139","US","FL","700 Collins Ave","Miami Beach, FL 33139",""
"","","Joe's Stone Crab","https://s3-media1.fl.yelpcdn.com/bphoto/4K_0Rgn0x8v1YgnAg0OzJQ/o.jpg","https://www.yelp.com/biz/joes-stone-crab-miami-beach-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","11 Washington Ave","","","Miami Beach","33139","US","FL","11 Washington Ave","Miami Beach, FL 33139",""
"","","CVI.CHE 105","https://s3-media2.fl.yelpcdn.com/bphoto/OFNmwD5hqNEhBeQXbXtVMg/o.jpg","https://www.yelp.com/biz/cvi-che-105-miami?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","105 NE 3rd Ave","","","Miami","33132","US","FL","105 NE 3rd Ave","Miami, FL 33132",""
"North Carolina","Raleigh","The Pit","https://s3-media1.fl.yelpcdn.com/bphoto/klDBqf7_TsaV1CWqFkflWw/o.jpg","https://www.yelp.com/biz/the-pit-raleigh?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","328 W Davie St","","","Raleigh","27601","US","NC","328 W Davie St","Raleigh, NC 27601",""
"","","Beasley's Chicken & Honey","https://s3-media4.fl.yelpcdn.com/bphoto/JyAoscY4Vdl5Kuye3oceNQ/o.jpg","https://www.yelp.com/biz/beasleys-chicken-and-honey-raleigh?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","237 S Wilmington St","","","Raleigh","27601","US","NC","237 S Wilmington St","Raleigh, NC 27601",""
"","","The Cowfish Sushi Burger Bar","https://s3-media3.fl.yelpcdn.com/bphoto/JT3-g_P9cSZhbJi9txNwAw/o.jpg","https://www.yelp.com/biz/the-cowfish-sushi-burger-bar-raleigh?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4208 Six Forks Rd","Ste 100","","Raleigh","27609","US","NC","4208 Six Forks Rd","Ste 100","Raleigh, NC 27609"
"","","Bida Manda","https://s3-media2.fl.yelpcdn.com/bphoto/vp-Rv1bay4i5vXxWsNLWBw/o.jpg","https://www.yelp.com/biz/bida-manda-raleigh?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","222 S Blount St","","","Raleigh","27601","US","NC","222 S Blount St","Raleigh, NC 27601",""
"","","La Farm Bakery","https://s3-media2.fl.yelpcdn.com/bphoto/EyqYoUZSvsfdnX92j8kw4A/o.jpg","https://www.yelp.com/biz/la-farm-bakery-cary?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4248 NW Cary Pkwy","","","Cary","27513","US","NC","4248 NW Cary Pkwy","Cary, NC 27513",""
"California","Long Beach","Porto's Bakery & Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/xlt7Urz9w_Fmzk9RWbqN3A/o.jpg","https://www.yelp.com/biz/portos-bakery-and-cafe-downey?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","8233 Firestone Blvd","","","Downey","90241","US","CA","8233 Firestone Blvd","Downey, CA 90241",""
"","","Gen Korean BBQ House","https://s3-media4.fl.yelpcdn.com/bphoto/zypqTvP_aCcZ55z1MS7KMA/o.jpg","https://www.yelp.com/biz/gen-korean-bbq-house-cerritos?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","11472 S St","","","Cerritos","90703","US","CA","11472 S St","Cerritos, CA 90703",""
"","","The Attic","https://s3-media2.fl.yelpcdn.com/bphoto/jn_R_lC9TLMqL7alWqmrXQ/o.jpg","https://www.yelp.com/biz/the-attic-long-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3441 E Broadway","","","Long Beach","90803","US","CA","3441 E Broadway","Long Beach, CA 90803",""
"","","Gen Korean BBQ House","https://s3-media2.fl.yelpcdn.com/bphoto/JikuexJe-IVUAtxAPBMnaw/o.jpg","https://www.yelp.com/biz/gen-korean-bbq-house-torrance-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","24301 Crenshaw Blvd","","","Torrance","90505","US","CA","24301 Crenshaw Blvd","Torrance, CA 90505",""
"","","Slater's 50/50 - Huntington Beach","https://s3-media1.fl.yelpcdn.com/bphoto/oVNl2sRlPFR33WA6zrPvBQ/o.jpg","https://www.yelp.com/biz/slaters-50-50-huntington-beach-huntington-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","17071 Beach Blvd","null","","Huntington Beach","92647","US","CA","17071 Beach Blvd","Huntington Beach, CA 92647",""
"Virginia","Virginia Beach","Waterman's Surfside Grille","https://s3-media4.fl.yelpcdn.com/bphoto/eof2C2G98umAr-8wrd-OBg/o.jpg","https://www.yelp.com/biz/watermans-surfside-grille-virginia-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","415 Atlantic Ave","","","Virginia Beach","23451","US","VA","415 Atlantic Ave","Virginia Beach, VA 23451",""
"","","Handsome Biscuit","https://s3-media1.fl.yelpcdn.com/bphoto/aD0s5EhRLN7ZDlrMOI6uIA/o.jpg","https://www.yelp.com/biz/handsome-biscuit-norfolk?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2511 Colonial Ave","","","Norfolk","23517","US","VA","2511 Colonial Ave","Norfolk, VA 23517",""
"","","Catch 31 Fishhouse and Bar","https://s3-media4.fl.yelpcdn.com/bphoto/Rlq2r8HUyCjNuDXE-zZkWA/o.jpg","https://www.yelp.com/biz/catch-31-fishhouse-and-bar-virginia-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3001 Atlantic Ave","","","Virginia Beach","23451","US","VA","3001 Atlantic Ave","Virginia Beach, VA 23451",""
"","","The Grilled Cheese Bistro","https://s3-media2.fl.yelpcdn.com/bphoto/ovId0nDrBjB1XTTynpvzVA/o.jpg","https://www.yelp.com/biz/the-grilled-cheese-bistro-norfolk-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","345 Granby St","","","Norfolk","23510","US","VA","345 Granby St","Norfolk, VA 23510",""
"","","Pocahontas Pancake House","https://s3-media1.fl.yelpcdn.com/bphoto/x7XHPUqHaVv0FokTsH9lbQ/o.jpg","https://www.yelp.com/biz/pocahontas-pancake-house-virginia-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3420 Atlantic Ave","","","Virginia Beach","23451","US","VA","3420 Atlantic Ave","Virginia Beach, VA 23451",""
"Nebraska","Omaha","Plank Seafood Provisions","https://s3-media3.fl.yelpcdn.com/bphoto/WTr87f4lyNHWWITfUSZsCg/o.jpg","https://www.yelp.com/biz/plank-seafood-provisions-omaha?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1205 Howard St","","","Omaha","68102","US","NE","1205 Howard St","Omaha, NE 68102",""
"","","Block 16","https://s3-media2.fl.yelpcdn.com/bphoto/PnDcOyN-8Ocxa_c_Vxk7rQ/o.jpg","https://www.yelp.com/biz/block-16-omaha-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1611 Farnam St","","","Omaha","68102","US","NE","1611 Farnam St","Omaha, NE 68102",""
"","","Upstream Brewing Co.","https://s3-media3.fl.yelpcdn.com/bphoto/q6pMKSWz49LzRcilmM_xjg/o.jpg","https://www.yelp.com/biz/upstream-brewing-co-omaha?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","514 S 11th St","null","","Omaha","68102","US","NE","514 S 11th St","Omaha, NE 68102",""
"","","The Drover","https://s3-media4.fl.yelpcdn.com/bphoto/jh9rXKwsTX6w0cNlEJb0bw/o.jpg","https://www.yelp.com/biz/the-drover-omaha?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2121 S 73rd St","","","Omaha","68124","US","NE","2121 S 73rd St","Omaha, NE 68124",""
"","","Blue Sushi Sake Grill","https://s3-media1.fl.yelpcdn.com/bphoto/FlNnRJBdN-6fhADKqvZ57g/o.jpg","https://www.yelp.com/biz/blue-sushi-sake-grill-omaha?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","416 S 12th St","","","Omaha","68102","US","NE","416 S 12th St","Omaha, NE 68102",""
"California","Oakland","Brenda's French Soul Food","https://s3-media4.fl.yelpcdn.com/bphoto/dG9IHIWb-CKg_nx_KnLFgQ/o.jpg","https://www.yelp.com/biz/brendas-french-soul-food-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","652 Polk St","","","San Francisco","94102","US","CA","652 Polk St","San Francisco, CA 94102",""
"","","Tartine Bakery & Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/ctsqUNzbfDH5HsDI61m2fw/o.jpg","https://www.yelp.com/biz/tartine-bakery-and-cafe-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","600 Guerrero St","","","San Francisco","94110","US","CA","600 Guerrero St","San Francisco, CA 94110",""
"","","House of Prime Rib","https://s3-media4.fl.yelpcdn.com/bphoto/HLrjaMoAgYSac0vx71YpCA/o.jpg","https://www.yelp.com/biz/house-of-prime-rib-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1906 Van Ness Ave","","","San Francisco","94109","US","CA","1906 Van Ness Ave","San Francisco, CA 94109",""
"","","Hog Island Oyster Co","https://s3-media2.fl.yelpcdn.com/bphoto/4avfA7HWOW_Bl0J_8J60rg/o.jpg","https://www.yelp.com/biz/hog-island-oyster-co-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1 Ferry Bldg","","Shop 11","San Francisco","94111","US","CA","1 Ferry Bldg","Shop 11","San Francisco, CA 94111"
"","","The Slanted Door","https://s3-media1.fl.yelpcdn.com/bphoto/1iA7wjzU0I-oncWesYJJtw/o.jpg","https://www.yelp.com/biz/the-slanted-door-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1 Ferry Bldg","Ste 3","","San Francisco","94111","US","CA","1 Ferry Bldg","Ste 3","San Francisco, CA 94111"
"Minnesota","Minneapolis","Hell's Kitchen","https://s3-media3.fl.yelpcdn.com/bphoto/etXrQPdvDwrYRXOvoTyoEQ/o.jpg","https://www.yelp.com/biz/hells-kitchen-minneapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","80 S 9th St","null","","Minneapolis","55402","US","MN","80 S 9th St","Minneapolis, MN 55402",""
"","","Butcher & The Boar","https://s3-media3.fl.yelpcdn.com/bphoto/GTmVbKU42y1BhVVwtl43dw/o.jpg","https://www.yelp.com/biz/butcher-and-the-boar-minneapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1121 Hennepin Ave","","","Minneapolis","55403","US","MN","1121 Hennepin Ave","Minneapolis, MN 55403",""
"","","Matt's Bar","https://s3-media1.fl.yelpcdn.com/bphoto/aCFcx3sWq04WMVQ8g5M3VA/o.jpg","https://www.yelp.com/biz/matts-bar-minneapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3500 Cedar Ave S","","","Minneapolis","55407","US","MN","3500 Cedar Ave S","Minneapolis, MN 55407",""
"","","Bar La Grassa","https://s3-media4.fl.yelpcdn.com/bphoto/tYMBjb1poQpuGPv88kDfsA/o.jpg","https://www.yelp.com/biz/bar-la-grassa-minneapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","800 Washington Ave N","","","Minneapolis","55401","US","MN","800 Washington Ave N","Minneapolis, MN 55401",""
"","","112 Eatery","https://s3-media2.fl.yelpcdn.com/bphoto/6oZdXEF7GovvyyJJVNpIVw/o.jpg","https://www.yelp.com/biz/112-eatery-minneapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","112 N 3rd St","null","","Minneapolis","55401","US","MN","112 N 3rd St","Minneapolis, MN 55401",""
"Oklahoma","Tulsa","Andolini's Pizzeria","https://s3-media4.fl.yelpcdn.com/bphoto/cS3NY6GV1Pvm3HZ8v1PQWA/o.jpg","https://www.yelp.com/biz/andolinis-pizzeria-tulsa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1552 E 15th St","","","Tulsa","74120","US","OK","1552 E 15th St","Tulsa, OK 74120",""
"","","Kilkenny's Irish Pub","https://s3-media2.fl.yelpcdn.com/bphoto/7zK9le1BIPy0vCkoQqHcZg/o.jpg","https://www.yelp.com/biz/kilkennys-irish-pub-tulsa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1413 E 15th St","","","Tulsa","74120","US","OK","1413 E 15th St","Tulsa, OK 74120",""
