"state","surveyResult","restaurants__name","restaurants__image_url","restaurants__url","restaurants__rating","restaurants__location__address1","restaurants__location__address2","restaurants__location__address3","restaurants__location__city","restaurants__location__zip_code","restaurants__location__country","restaurants__location__state","restaurants__location__display_address__001","restaurants__location__display_address__002","restaurants__location__display_address__003"
"","","Imperial","https://s3-media2.fl.yelpcdn.com/bphoto/TBfXsIVly1o5pA3eknzTQQ/o.jpg","https://www.yelp.com/biz/imperial-ferndale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","22828 Woodward Ave","","","Ferndale","48220","US","MI","22828 Woodward Ave","Ferndale, MI 48220",""
"Oregon","Portland","Screen Door","https://s3-media2.fl.yelpcdn.com/bphoto/yc56V7i9BosbyKhy5xnAeA/o.jpg","https://www.yelp.com/biz/screen-door-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2337 E Burnside St","null","","Portland","97214","US","OR","2337 E Burnside St","Portland, OR 97214",""
"","","Pok Pok","https://s3-media2.fl.yelpcdn.com/bphoto/9YOMbyISxvflTyoBlISBBg/o.jpg","https://www.yelp.com/biz/pok-pok-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3226 SE Division St","","","Portland","97202","US","OR","3226 SE Division St","Portland, OR 97202",""
"","","Mother’s Bistro & Bar","https://s3-media1.fl.yelpcdn.com/bphoto/m1RGp_ILxJUEYwq-bc80OA/o.jpg","https://www.yelp.com/biz/mother-s-bistro-and-bar-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","212 SW Stark St","","","Portland","97204","US","OR","212 SW Stark St","Portland, OR 97204",""
"","","Blue Star Donuts","https://s3-media1.fl.yelpcdn.com/bphoto/ucaMMohaod1mvJ-HAJhmSA/o.jpg","https://www.yelp.com/biz/blue-star-donuts-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1155 SW Morrison St","Ste 102","","Portland","97205","US","OR","1155 SW Morrison St","Ste 102","Portland, OR 97205"
"","","Tasty n Alder","https://s3-media2.fl.yelpcdn.com/bphoto/WY92gH5TazZzV-QoVyDFfQ/o.jpg","https://www.yelp.com/biz/tasty-n-alder-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","580 SW 12th Ave","","","Portland","97205","US","OR","580 SW 12th Ave","Portland, OR 97205",""
"Oklahoma","Oklahoma City","Kitchen No 324","https://s3-media3.fl.yelpcdn.com/bphoto/CvMke3lepIQXf1x-gsgqiQ/o.jpg","https://www.yelp.com/biz/kitchen-no-324-oklahoma-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","324 N Robinson Ave","","","Oklahoma City","73102","US","OK","324 N Robinson Ave","Oklahoma City, OK 73102",""
"","","Cattlemen's Steak House","https://s3-media2.fl.yelpcdn.com/bphoto/gH62recG82c7M11-yRIOog/o.jpg","https://www.yelp.com/biz/cattlemens-steak-house-oklahoma-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1309 S Agnew Ave","","","Oklahoma City","73108","US","OK","1309 S Agnew Ave","Oklahoma City, OK 73108",""
"","","Whiskey Cake","https://s3-media2.fl.yelpcdn.com/bphoto/D-SKSQVVf2Ucat4zwdKTRg/o.jpg","https://www.yelp.com/biz/whiskey-cake-oklahoma-surveyResult-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1845 Northwest Expy","","","Oklahoma City","73118","US","OK","1845 Northwest Expy","Oklahoma City, OK 73118",""
"","","Empire Slice House","https://s3-media3.fl.yelpcdn.com/bphoto/FDxbMBhgLPa8_G7ugyX2Fg/o.jpg","https://www.yelp.com/biz/empire-slice-house-oklahoma-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1804 NW 16th St","null","","Oklahoma City","73106","US","OK","1804 NW 16th St","Oklahoma City, OK 73106",""
"","","Cheever's Cafe","https://s3-media3.fl.yelpcdn.com/bphoto/Hfv7AktoH5WzmEMrLCIqOg/o.jpg","https://www.yelp.com/biz/cheevers-cafe-oklahoma-surveyResult-14?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2409 N Hudson Ave","","","Oklahoma City","73103","US","OK","2409 N Hudson Ave","Oklahoma City, OK 73103",""
"Nevada","Las Vegas","Bacchanal Buffet","https://s3-media4.fl.yelpcdn.com/bphoto/T6p2zmAdERYge9RhYk2Y0Q/o.jpg","https://www.yelp.com/biz/bacchanal-buffet-las-vegas-7?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3570 S Las Vegas Blvd","","","Las Vegas","89109","US","NV","3570 S Las Vegas Blvd","Las Vegas, NV 89109",""
"","","Mon Ami Gabi","https://s3-media3.fl.yelpcdn.com/bphoto/infUdLdU8Lm-OPaopoadRg/o.jpg","https://www.yelp.com/biz/mon-ami-gabi-las-vegas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3655 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3655 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","Wicked Spoon","https://s3-media4.fl.yelpcdn.com/bphoto/JA3u_mc_GlR7jKIF1qYbyA/o.jpg","https://www.yelp.com/biz/wicked-spoon-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3708 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3708 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","Hash House A Go Go","https://s3-media4.fl.yelpcdn.com/bphoto/C6i4uZ7w3_Ownmn1CCgfCQ/o.jpg","https://www.yelp.com/biz/hash-house-a-go-go-las-vegas-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3535 Las Vegas Blvd","","","Las Vegas","89109","US","NV","3535 Las Vegas Blvd","Las Vegas, NV 89109",""
"","","Earl of Sandwich","https://s3-media4.fl.yelpcdn.com/bphoto/z444WzW6t2Ve1vSPelEvug/o.jpg","https://www.yelp.com/biz/earl-of-sandwich-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3667 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3667 Las Vegas Blvd S","Las Vegas, NV 89109",""
"Tennessee","Memphis","Gus's World Famous Fried Chicken","https://s3-media2.fl.yelpcdn.com/bphoto/-B5bFS0KQt3tgaC0MlEDmg/o.jpg","https://www.yelp.com/biz/guss-world-famous-fried-chicken-memphis-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","310 S Front St","","","Memphis","38103","US","TN","310 S Front St","Memphis, TN 38103",""
"","","Charlie Vergos' Rendezvous","https://s3-media3.fl.yelpcdn.com/bphoto/h9brZm7BvsGgPxlI4turbA/o.jpg","https://www.yelp.com/biz/charlie-vergos-rendezvous-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","52 S 2nd St","","","Memphis","38103","US","TN","52 S 2nd St","Memphis, TN 38103",""
"","","Central BBQ","https://s3-media4.fl.yelpcdn.com/bphoto/4tb-P_QOJEY60L80J64Dnw/o.jpg","https://www.yelp.com/biz/central-bbq-memphis-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","147 E Butler Ave","","Downtown","Memphis","38103","US","TN","147 E Butler Ave","Downtown","Memphis, TN 38103"
"","","Central BBQ","https://s3-media2.fl.yelpcdn.com/bphoto/xph_qi_A5YvjhmUKWpnwVA/o.jpg","https://www.yelp.com/biz/central-bbq-memphis-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2249 Central Ave","","","Memphis","38104","US","TN","2249 Central Ave","Memphis, TN 38104",""
"","","Blues City Cafe","https://s3-media4.fl.yelpcdn.com/bphoto/NyVomSe0Rhm9Fz04iZBh-Q/o.jpg","https://www.yelp.com/biz/blues-surveyResult-cafe-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","138 Beale St","","","Memphis","38103","US","TN","138 Beale St","Memphis, TN 38103",""
"Kentucky","Louisville","Doc Crow's","https://s3-media2.fl.yelpcdn.com/bphoto/SZTvUnBn-Emc56ZBmFP2aQ/o.jpg","https://www.yelp.com/biz/doc-crows-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","127 W Main St","","","Louisville","40202","US","KY","127 W Main St","Louisville, KY 40202",""
"","","Hammerheads","https://s3-media3.fl.yelpcdn.com/bphoto/Ir6a4mu_tqHP7-LHc4Hc1Q/o.jpg","https://www.yelp.com/biz/hammerheads-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","921 Swan St","","","Louisville","40204","US","KY","921 Swan St","Louisville, KY 40204",""
"","","Against the Grain Brewery & Smokehouse","https://s3-media3.fl.yelpcdn.com/bphoto/5IIqlk6AbnoKukApWxwbnw/o.jpg","https://www.yelp.com/biz/against-the-grain-brewery-and-smokehouse-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","401 E Main St","","","Louisville","40202","US","KY","401 E Main St","Louisville, KY 40202",""
"","","Wild Eggs","https://s3-media2.fl.yelpcdn.com/bphoto/P1uI3fbBZlqZhDuU0iusig/o.jpg","https://www.yelp.com/biz/wild-eggs-louisville-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","121 S Floyd St","","","Louisville","40202","US","KY","121 S Floyd St","Louisville, KY 40202",""
"","","The Eagle","https://s3-media2.fl.yelpcdn.com/bphoto/JIawKVpf4HEp07cZoo0ToA/o.jpg","https://www.yelp.com/biz/the-eagle-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1314 Bardstown Rd","","null","Louisville","40204","US","KY","1314 Bardstown Rd","Louisville, KY 40204",""
"Maryland","Baltimore","Miss Shirley's Cafe","https://s3-media3.fl.yelpcdn.com/bphoto/7jJM8RRADuZdVS35G7WPSA/o.jpg","https://www.yelp.com/biz/miss-shirleys-cafe-baltimore-9?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","750 E Pratt St","","","Baltimore","21202","US","MD","750 E Pratt St","Baltimore, MD 21202",""
"","","Woodberry Kitchen","https://s3-media3.fl.yelpcdn.com/bphoto/KBUr56aRL0MCbld2w0CjnA/o.jpg","https://www.yelp.com/biz/woodberry-kitchen-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2010 Clipper Park Rd","Ste 126","","Baltimore","21211","US","MD","2010 Clipper Park Rd","Ste 126","Baltimore, MD 21211"
"","","G & M Restaurant & Lounge","https://s3-media4.fl.yelpcdn.com/bphoto/VpN37X7Oyg3wTxi-HwzFWg/o.jpg","https://www.yelp.com/biz/g-and-m-restaurant-and-lounge-linthicum-heights-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","804 N Hammonds Ferry Rd","","","Linthicum Heights","21090","US","MD","804 N Hammonds Ferry Rd","Linthicum Heights, MD 21090",""
"","","Thames Street Oyster House","https://s3-media3.fl.yelpcdn.com/bphoto/NJ2F2IdynZAs-ABjvlNTyw/o.jpg","https://www.yelp.com/biz/thames-street-oyster-house-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1728 Thames St","","","Baltimore","21231","US","MD","1728 Thames St","Baltimore, MD 21231",""
"","","Blue Moon Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/IXMNQyxnE_CuPoeAr6uXiA/o.jpg","https://www.yelp.com/biz/blue-moon-cafe-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1621 Aliceanna St","","","Baltimore","21231","US","MD","1621 Aliceanna St","Baltimore, MD 21231",""
"Wisconsin","Milwaukee","Blue's Egg - Milwaukee","https://s3-media1.fl.yelpcdn.com/bphoto/HXv0cez7oBNm5mE_M5zUWw/o.jpg","https://www.yelp.com/biz/blues-egg-milwaukee-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","317 N 76th St","","","Milwaukee","53213","US","WI","317 N 76th St","Milwaukee, WI 53213",""
"","","Comet Café","https://s3-media2.fl.yelpcdn.com/bphoto/f7Zl9PeuV7ZvV_i7DC8hwA/o.jpg","https://www.yelp.com/biz/comet-caf%C3%A9-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1947 N Farwell Ave","","","Milwaukee","53202","US","WI","1947 N Farwell Ave","Milwaukee, WI 53202",""
"","","Café Benelux","https://s3-media2.fl.yelpcdn.com/bphoto/PaxQU2yZ8IlL8JPrVhNixA/o.jpg","https://www.yelp.com/biz/caf%C3%A9-benelux-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","346 N Broadway","","","Milwaukee","53202","US","WI","346 N Broadway","Milwaukee, WI 53202",""
"","","SafeHouse","https://s3-media2.fl.yelpcdn.com/bphoto/6700M8uCGzPkA2fA3_rxxg/o.jpg","https://www.yelp.com/biz/safehouse-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","779 N Front St","","","Milwaukee","53202","US","WI","779 N Front St","Milwaukee, WI 53202",""
"","","Mad Rooster Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/LSHRUq2p8Z0RreNNz_KYnw/o.jpg","https://www.yelp.com/biz/mad-rooster-cafe-west-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4401 W Greenfield Ave","","","West Milwaukee","53214","US","WI","4401 W Greenfield Ave","West Milwaukee, WI 53214",""
"New Mexico","Albuquerque","Frontier","https://s3-media4.fl.yelpcdn.com/bphoto/M9L2z6-G0NobuDJ6YTh6VA/o.jpg","https://www.yelp.com/biz/frontier-albuquerque-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2400 Central Ave SE","","","Albuquerque","87106","US","NM","2400 Central Ave SE","Albuquerque, NM 87106",""
"","","Cocina Azul","https://s3-media4.fl.yelpcdn.com/bphoto/1R4-qazHR9D8KrmsfUf4dQ/o.jpg","https://www.yelp.com/biz/cocina-azul-albuquerque-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1134 Mountain Rd NW","null","","Albuquerque","87102","US","NM","1134 Mountain Rd NW","Albuquerque, NM 87102",""
"","","The Grove Cafe & Market","https://s3-media4.fl.yelpcdn.com/bphoto/PG6xig2B0YKvTL7cIHEsHw/o.jpg","https://www.yelp.com/biz/the-grove-cafe-and-market-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","600 Central Ave SE","Ste A","","Albuquerque","87102","US","NM","600 Central Ave SE","Ste A","Albuquerque, NM 87102"
"","","El Pinto","https://s3-media1.fl.yelpcdn.com/bphoto/HHsEbJvbRDTIwF0Ko1L22g/o.jpg","https://www.yelp.com/biz/el-pinto-albuquerque-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","10500 4th St NW","","","Albuquerque","87114","US","NM","10500 4th St NW","Albuquerque, NM 87114",""
"","","Fork & Fig","https://s3-media4.fl.yelpcdn.com/bphoto/587sGDxFBRAzcg424zHZiw/o.jpg","https://www.yelp.com/biz/fork-and-fig-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","6904 Menaul Blvd NE","Ste C","","Albuquerque","87110","US","NM","6904 Menaul Blvd NE","Ste C","Albuquerque, NM 87110"
"Arizona","Tucson","Prep & Pastry","https://s3-media2.fl.yelpcdn.com/bphoto/dLN_Ua8SdLxZPkYvCyeTPA/o.jpg","https://www.yelp.com/biz/prep-and-pastry-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3073 N Campbell Ave","null","","Tucson","85719","US","AZ","3073 N Campbell Ave","Tucson, AZ 85719",""
"","","Cafe Poca Cosa","https://s3-media1.fl.yelpcdn.com/bphoto/7x_Da5ugd6UYSrCxcL2PYQ/o.jpg","https://www.yelp.com/biz/cafe-poca-cosa-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","110 E Pennington St","","","Tucson","85701","US","AZ","110 E Pennington St","Tucson, AZ 85701",""
"","","El Charro Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/K1La4angDuvlPgXrqR00pA/o.jpg","https://www.yelp.com/biz/el-charro-cafe-tucson-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","311 N Court Ave","","","Tucson","85701","US","AZ","311 N Court Ave","Tucson, AZ 85701",""
"","","HUB Restaurant & Ice Creamery","https://s3-media2.fl.yelpcdn.com/bphoto/qwZZeqVS8T9EBTVMt_iguw/o.jpg","https://www.yelp.com/biz/hub-restaurant-and-ice-creamery-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","266 E Congress St","null","","Tucson","85701","US","AZ","266 E Congress St","Tucson, AZ 85701",""
"","","Guadalajara Original Grill","https://s3-media1.fl.yelpcdn.com/bphoto/gHlwE_CIPcmG5Y_TIjf0lA/o.jpg","https://www.yelp.com/biz/guadalajara-original-grill-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1220 E Prince Rd","","","Tucson","85719","US","AZ","1220 E Prince Rd","Tucson, AZ 85719",""
"California","Fresno","Dog House Grill","https://s3-media3.fl.yelpcdn.com/bphoto/w3ItTR_m-p-ivu5aRHQ1-w/o.jpg","https://www.yelp.com/biz/dog-house-grill-fresno-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2789 E Shaw Ave","","","Fresno","93710","US","CA","2789 E Shaw Ave","Fresno, CA 93710",""
"","","Westwoods BBQ & Spice","https://s3-media4.fl.yelpcdn.com/bphoto/Jf4QaoERanWmNc7tLGN4ow/o.jpg","https://www.yelp.com/biz/westwoods-bbq-and-spice-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","8042 N Blackstone Ave","","","Fresno","93720","US","CA","8042 N Blackstone Ave","Fresno, CA 93720",""
"","","Pismo's Coastal Grill","https://s3-media3.fl.yelpcdn.com/bphoto/BV-mvL94ALto58mDZaYJwg/o.jpg","https://www.yelp.com/biz/pismos-coastal-grill-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","7937 N Blackstone Ave","","","Fresno","93720","US","CA","7937 N Blackstone Ave","Fresno, CA 93720",""
"","","The Annex Kitchen","https://s3-media2.fl.yelpcdn.com/bphoto/2Oe1joAg4qoowOgIB-rStw/o.jpg","https://www.yelp.com/biz/the-annex-kitchen-fresno-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2257 W Shaw Ave","","","Fresno","93711","US","CA","2257 W Shaw Ave","Fresno, CA 93711",""
"","","House of JuJu","https://s3-media3.fl.yelpcdn.com/bphoto/BA55us6O-0uF7nkQO_C_Hw/o.jpg","https://www.yelp.com/biz/house-of-juju-clovis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","565 Pollasky Ave","Ste 101","","Clovis","93612","US","CA","565 Pollasky Ave","Ste 101","Clovis, CA 93612"
"California","Sacramento","Tower Cafe","https://s3-media4.fl.yelpcdn.com/bphoto/JY6Ei9GpZfB_C8iXoN5cJw/o.jpg","https://www.yelp.com/biz/tower-cafe-sacramento?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1518 Broadway","","null","Sacramento","95818","US","CA","1518 Broadway","Sacramento, CA 95818",""
"","","Burgers and Brew","https://s3-media1.fl.yelpcdn.com/bphoto/86Pa_2-RhXWHcqaYKrAUng/o.jpg","https://www.yelp.com/biz/burgers-and-brew-sacramento?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1409 R St","","","Sacramento","95811","US","CA","1409 R St","Sacramento, CA 95811",""
"","","Bacon & Butter","https://s3-media4.fl.yelpcdn.com/bphoto/Z5A_BPChguTkaKlol7lqCg/o.jpg","https://www.yelp.com/biz/bacon-and-butter-sacramento-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","5913 Broadway","","","Sacramento","95820","US","CA","5913 Broadway","Sacramento, CA 95820",""
"","","Ramen House Ryujin","https://s3-media4.fl.yelpcdn.com/bphoto/bsL_mGRaZDijME3LcnqOmQ/o.jpg","https://www.yelp.com/biz/ramen-house-ryujin-sacramento?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1831 S St","","","Sacramento","95811","US","CA","1831 S St","Sacramento, CA 95811",""
"","","Oz Korean BBQ","https://s3-media2.fl.yelpcdn.com/bphoto/bwDC3wfQ0vjvK-ZmBdnlGw/o.jpg","https://www.yelp.com/biz/oz-korean-bbq-sacramento?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3343 Bradshaw Rd","null","","Sacramento","95827","US","CA","3343 Bradshaw Rd","Sacramento, CA 95827",""
"Arizona","Mesa","Bobby Q","https://s3-media2.fl.yelpcdn.com/bphoto/FIA3WO1D5f-XfaWtYEHKnA/o.jpg","https://www.yelp.com/biz/bobby-q-phoenix-12?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","8501 N 27th Ave","null","","Phoenix","85051","US","AZ","8501 N 27th Ave","Phoenix, AZ 85051",""
