"state","city","hotels__name","hotels__image_url","hotels__url","hotels__rating","hotels__location__address1","hotels__location__address2","hotels__location__address3","hotels__location__city","hotels__location__zip_code","hotels__location__country","hotels__location__state","hotels__location__display_address__001","hotels__location__display_address__002","hotels__location__display_address__003"
"New Jersey","Jersey City","The Jane","https://s3-media2.fl.yelpcdn.com/bphoto/OEUyCeXb2GEwaF6wG_YB9w/o.jpg","https://www.yelp.com/biz/the-jane-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","113 Jane St","","","New York","10014","US","NY","113 Jane St","New York, NY 10014",""
"","","Millennium Hilton New York Downtown","https://s3-media4.fl.yelpcdn.com/bphoto/h_uzg67VX1-FzoebnnXkrw/o.jpg","https://www.yelp.com/biz/millennium-hilton-new-york-downtown-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","55 Church St","","","New York","10007","US","NY","55 Church St","New York, NY 10007",""
"","","Conrad New York Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/OuOB8dmEnYuHqUEV0hHBRg/o.jpg","https://www.yelp.com/biz/conrad-new-york-hotel-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","102 N End Ave","null","","New York","10282","US","NY","102 N End Ave","New York, NY 10282",""
"","","W Hoboken","https://s3-media3.fl.yelpcdn.com/bphoto/6IaIy-mZsdHKdTlHX5goPw/o.jpg","https://www.yelp.com/biz/w-hoboken-hoboken?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","225 River St","","","Hoboken","07030","US","NJ","225 River St","Hoboken, NJ 07030",""
"","","DoubleTree by Hilton","https://s3-media1.fl.yelpcdn.com/bphoto/-QpBal3sBlpZKU1ZTiJqdg/o.jpg","https://www.yelp.com/biz/doubletree-by-hilton-new-york-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","8 Stone St","","","New York","10004","US","NY","8 Stone St","New York, NY 10004",""
"Texas","Laredo","La Posada Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/uJxLB144RfDCji9L8L3QDg/o.jpg","https://www.yelp.com/biz/la-posada-hotel-laredo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1000 Zaragoza St","","","Laredo","78040","US","TX","1000 Zaragoza St","Laredo, TX 78040",""
"","","Amerik Suites","https://s3-media4.fl.yelpcdn.com/bphoto/SfopELaH_mb0rYskygc5DA/o.jpg","https://www.yelp.com/biz/amerik-suites-laredo-14?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","6551 Metro Ct","null","null","Laredo","78041","US","TX","6551 Metro Ct","Laredo, TX 78041",""
"","","Family Garden Inn & Suites","https://s3-media3.fl.yelpcdn.com/bphoto/JDktl7zYURF8ziKYQcigug/o.jpg","https://www.yelp.com/biz/family-garden-inn-and-suites-laredo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","5830 San Bernardo Ave","","","Laredo","78041","US","TX","5830 San Bernardo Ave","Laredo, TX 78041",""
"","","Homewood Suites Laredo","https://s3-media2.fl.yelpcdn.com/bphoto/8P7D2LKBa7VnV7NjJbEf_g/o.jpg","https://www.yelp.com/biz/homewood-suites-laredo-laredo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","98 Calle del Norte","null","null","Laredo","78041","US","TX","98 Calle del Norte","Laredo, TX 78041",""
"","","Hampton Inn Laredo","https://s3-media4.fl.yelpcdn.com/bphoto/caHFBl30Qjk75COIbg09Tg/o.jpg","https://www.yelp.com/biz/hampton-inn-laredo-laredo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","7903 San Dario","","","Laredo","78045","US","TX","7903 San Dario","Laredo, TX 78045",""
"Wisconsin","Madison","The Madison Concourse Hotel and Governor's Club","https://s3-media2.fl.yelpcdn.com/bphoto/G1RR0vE3MtjBOFnFxASE8A/o.jpg","https://www.yelp.com/biz/the-madison-concourse-hotel-and-governors-club-madison?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1 W Dayton St","","","Madison","53703","US","WI","1 W Dayton St","Madison, WI 53703",""
"","","The Edgewater","https://s3-media2.fl.yelpcdn.com/bphoto/Tdb4PEf-TCksdnqQxcCHwg/o.jpg","https://www.yelp.com/biz/the-edgewater-madison-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1001 Wisconsin Pl","","","Madison","53703","US","WI","1001 Wisconsin Pl","Madison, WI 53703",""
"","","Sheraton Madison Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/XefVk4s1K8dHe5QIcp8l3w/o.jpg","https://www.yelp.com/biz/sheraton-madison-hotel-madison?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","706 John Nolen Dr","","","Madison","53713","US","WI","706 John Nolen Dr","Madison, WI 53713",""
"","","Hilton Madison","https://s3-media4.fl.yelpcdn.com/bphoto/tZGwJKNdIwKLAO_pIPMewQ/o.jpg","https://www.yelp.com/biz/hilton-madison-madison-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","9 E Wilson","","","Madison","53703","US","WI","9 E Wilson","Madison, WI 53703",""
"","","Madison Marriott West","https://s3-media3.fl.yelpcdn.com/bphoto/JLiG2_8Q92dxbG1ljIyghQ/o.jpg","https://www.yelp.com/biz/madison-marriott-west-middleton?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","1313 John Q Hammons Drive","","","Middleton","53562","US","WI","1313 John Q Hammons Drive","Middleton, WI 53562",""
"Arizona","Scottsdale","Talking Stick Resort","https://s3-media3.fl.yelpcdn.com/bphoto/TSKL4k5ZgKkwPOr5rUhU-g/o.jpg","https://www.yelp.com/biz/talking-stick-resort-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","9800 E Talking Stick Way","","","Scottsdale","85256","US","AZ","9800 E Talking Stick Way","Scottsdale, AZ 85256",""
"","","The Clarendon Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/iESI3Fpv51qWKWLpV7PUpw/o.jpg","https://www.yelp.com/biz/the-clarendon-hotel-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","401 W Clarendon Ave","null","","Phoenix","85013","US","AZ","401 W Clarendon Ave","Phoenix, AZ 85013",""
"","","Hotel Valley Ho","https://s3-media1.fl.yelpcdn.com/bphoto/TTtLq_Jdh8WZ0npQNRvMNg/o.jpg","https://www.yelp.com/biz/hotel-valley-ho-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","6850 E Main St","","","Scottsdale","85251","US","AZ","6850 E Main St","Scottsdale, AZ 85251",""
"","","Fairmont Scottsdale Princess","https://s3-media1.fl.yelpcdn.com/bphoto/ezaf41JVZzaQ7YGUBoRO0w/o.jpg","https://www.yelp.com/biz/fairmont-scottsdale-princess-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","7575 East Princess Drive","","","Scottsdale","85255","US","AZ","7575 East Princess Drive","Scottsdale, AZ 85255",""
"","","Arizona Grand Resort & Spa","https://s3-media4.fl.yelpcdn.com/bphoto/BpP6KS2LLEzuv5ALvuhfDg/o.jpg","https://www.yelp.com/biz/arizona-grand-resort-and-spa-phoenix-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","8000 Arizona Grand Pkwy","","","Phoenix","85044","US","AZ","8000 Arizona Grand Pkwy","Phoenix, AZ 85044",""
"Texas","Lubbock","Overton Hotel & Conference Center","https://s3-media2.fl.yelpcdn.com/bphoto/lgJjvvLqm9EzzFj8FaRjrg/o.jpg","https://www.yelp.com/biz/overton-hotel-and-conference-center-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2322 Mac Davis Ln","","","Lubbock","79401","US","TX","2322 Mac Davis Ln","Lubbock, TX 79401",""
"","","Embassy Suites Lubbock","https://s3-media2.fl.yelpcdn.com/bphoto/33MF9qvfaoTGp2D4ajK4tA/o.jpg","https://www.yelp.com/biz/embassy-suites-lubbock-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","5215 S Loop 289","","","Lubbock","79424","US","TX","5215 S Loop 289","Lubbock, TX 79424",""
"","","La Quinta Inn Lubbock - Downtown Civic Center","https://s3-media3.fl.yelpcdn.com/bphoto/eRvmQB7J8WB3I1pYzOlCZA/o.jpg","https://www.yelp.com/biz/la-quinta-inn-lubbock-downtown-civic-center-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","601 Ave Q","","","Lubbock","79401","US","TX","601 Ave Q","Lubbock, TX 79401",""
"","","Red Roof Inn & Conference Center Lubbock","https://s3-media2.fl.yelpcdn.com/bphoto/Iw5RiLYkVwGx39v_sanIWw/o.jpg","https://www.yelp.com/biz/red-roof-inn-and-conference-center-lubbock-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","1.5","6624 Interstate 27","null","","Lubbock","79404","US","TX","6624 Interstate 27","Lubbock, TX 79404",""
"","","La Quinta Inn & Suites Lubbock North","https://s3-media1.fl.yelpcdn.com/bphoto/-y3US1obyUUB3E9hW3CNOA/o.jpg","https://www.yelp.com/biz/la-quinta-inn-and-suites-lubbock-north-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","5006 Auburn St","null","null","Lubbock","79416","US","TX","5006 Auburn St","Lubbock, TX 79416",""
"Arizona","Chandler","Arizona Grand Resort & Spa","https://s3-media4.fl.yelpcdn.com/bphoto/BpP6KS2LLEzuv5ALvuhfDg/o.jpg","https://www.yelp.com/biz/arizona-grand-resort-and-spa-phoenix-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","8000 Arizona Grand Pkwy","","","Phoenix","85044","US","AZ","8000 Arizona Grand Pkwy","Phoenix, AZ 85044",""
"","","Wild Horse Pass Hotel and Casino","https://s3-media4.fl.yelpcdn.com/bphoto/RHsU6S1QM68GCy0_2ZtGDQ/o.jpg","https://www.yelp.com/biz/wild-horse-pass-hotel-and-casino-chandler?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","5040 Wild Horse Pass Blvd","","","Chandler","85226","US","AZ","5040 Wild Horse Pass Blvd","Chandler, AZ 85226",""
"","","Hyatt Regency Phoenix","https://s3-media1.fl.yelpcdn.com/bphoto/-8KfHLKThJpIpXD2apWWvw/o.jpg","https://www.yelp.com/biz/hyatt-regency-phoenix-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","122 North 2nd St","","","Phoenix","85004","US","AZ","122 North 2nd St","Phoenix, AZ 85004",""
"","","Kimpton Palomar Hotel Phoenix Cityscape","https://s3-media3.fl.yelpcdn.com/bphoto/Sz1HHaMWnaz8sBK2cfkBDw/o.jpg","https://www.yelp.com/biz/kimpton-palomar-hotel-phoenix-cityscape-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2 E Jefferson St","","","Phoenix","85004","US","AZ","2 E Jefferson St","Phoenix, AZ 85004",""
"","","Phoenix Marriott Resort Tempe at The Buttes","https://s3-media4.fl.yelpcdn.com/bphoto/9MomiF9-Lqegw7Oc2Esn2w/o.jpg","https://www.yelp.com/biz/phoenix-marriott-resort-tempe-at-the-buttes-tempe?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2000 W Westcourt Way","","","Tempe","85282","US","AZ","2000 W Westcourt Way","Tempe, AZ 85282",""
"Nevada","Reno","Grand Sierra Resort and Casino","https://s3-media2.fl.yelpcdn.com/bphoto/G5C9PPd6K7fgv6h7QICc6Q/o.jpg","https://www.yelp.com/biz/grand-sierra-resort-and-casino-reno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2500 E 2nd St","null","","Reno","89595","US","NV","2500 E 2nd St","Reno, NV 89595",""
"","","Peppermill Reno","https://s3-media1.fl.yelpcdn.com/bphoto/aIrqkRwH31sxWXjJSMP_vg/o.jpg","https://www.yelp.com/biz/peppermill-reno-reno-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2707 S Virginia St","","","Reno","89502","US","NV","2707 S Virginia St","Reno, NV 89502",""
"","","Silver Legacy Resort & Casino","https://s3-media4.fl.yelpcdn.com/bphoto/oyAym1SND3YNn2pg--8xkw/o.jpg","https://www.yelp.com/biz/silver-legacy-resort-and-casino-reno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","407 N Virginia St","","","Reno","89501","US","NV","407 N Virginia St","Reno, NV 89501",""
"","","Nugget Casino Resort","https://s3-media1.fl.yelpcdn.com/bphoto/L15tMyHfHEcqeCF_f78THQ/o.jpg","https://www.yelp.com/biz/nugget-casino-resort-sparks-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","1100 Nugget Ave","","","Sparks","89431","US","NV","1100 Nugget Ave","Sparks, NV 89431",""
"","","Circus Circus Reno","https://s3-media1.fl.yelpcdn.com/bphoto/k7kLWTh924NCsllKJhOpIg/o.jpg","https://www.yelp.com/biz/circus-circus-reno-reno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","500 N Sierra St","","","Reno","89503","US","NV","500 N Sierra St","Reno, NV 89503",""
"New York","Buffalo","Hilton Niagara Falls Fallsview","https://s3-media2.fl.yelpcdn.com/bphoto/6Fa9QgQeKoMa0YXgnDeaIg/o.jpg","https://www.yelp.com/biz/hilton-niagara-falls-fallsview-niagara-falls?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","6361 Fallsview Boulevard","","","Niagara Falls","L2G 3V9","CA","ON","6361 Fallsview Boulevard","Niagara Falls, ON L2G 3V9","Canada"
"","","Embassy Suites by Hilton Niagara Falls - Fallsview","https://s3-media4.fl.yelpcdn.com/bphoto/s1CJ675uQwJiUiR5GUzreA/o.jpg","https://www.yelp.com/biz/embassy-suites-by-hilton-niagara-falls-fallsview-niagara-falls-7?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","6700 Fallsview Boulevard","","","Niagara Falls","L2G 3W6","CA","ON","6700 Fallsview Boulevard","Niagara Falls, ON L2G 3W6","Canada"
"","","Sheraton on the Falls Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/7IRIlpqA7g3ITf3ObWrVJg/o.jpg","https://www.yelp.com/biz/sheraton-on-the-falls-hotel-niagara-falls-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","5875 Falls Avenue","","","Niagara Falls","L2G 3K7","CA","ON","5875 Falls Avenue","Niagara Falls, ON L2G 3K7","Canada"
"","","Niagara Falls Marriott Fallsview Hotel & Spa","https://s3-media3.fl.yelpcdn.com/bphoto/dYnoKNIZ4edqQT-Fl4Ou8A/o.jpg","https://www.yelp.com/biz/niagara-falls-marriott-fallsview-hotel-and-spa-niagara-falls?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","6740 Fallsview Blvd","","","Niagara Falls","L2G 3W6","CA","ON","6740 Fallsview Blvd","Niagara Falls, ON L2G 3W6","Canada"
"","","Adams Mark Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/bZdQju_Yr_M_WZfPQ0AxzA/o.jpg","https://www.yelp.com/biz/adams-mark-hotel-buffalo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","120 Church St","","","Buffalo","14202","US","NY","120 Church St","Buffalo, NY 14202",""
"Arizona","Glendale","Talking Stick Resort","https://s3-media3.fl.yelpcdn.com/bphoto/TSKL4k5ZgKkwPOr5rUhU-g/o.jpg","https://www.yelp.com/biz/talking-stick-resort-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","9800 E Talking Stick Way","","","Scottsdale","85256","US","AZ","9800 E Talking Stick Way","Scottsdale, AZ 85256",""
"","","The Clarendon Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/iESI3Fpv51qWKWLpV7PUpw/o.jpg","https://www.yelp.com/biz/the-clarendon-hotel-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","401 W Clarendon Ave","null","","Phoenix","85013","US","AZ","401 W Clarendon Ave","Phoenix, AZ 85013",""
"","","Hotel Valley Ho","https://s3-media1.fl.yelpcdn.com/bphoto/TTtLq_Jdh8WZ0npQNRvMNg/o.jpg","https://www.yelp.com/biz/hotel-valley-ho-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","6850 E Main St","","","Scottsdale","85251","US","AZ","6850 E Main St","Scottsdale, AZ 85251",""
"","","Fairmont Scottsdale Princess","https://s3-media1.fl.yelpcdn.com/bphoto/ezaf41JVZzaQ7YGUBoRO0w/o.jpg","https://www.yelp.com/biz/fairmont-scottsdale-princess-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","7575 East Princess Drive","","","Scottsdale","85255","US","AZ","7575 East Princess Drive","Scottsdale, AZ 85255",""
"","","Arizona Grand Resort & Spa","https://s3-media4.fl.yelpcdn.com/bphoto/BpP6KS2LLEzuv5ALvuhfDg/o.jpg","https://www.yelp.com/biz/arizona-grand-resort-and-spa-phoenix-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","8000 Arizona Grand Pkwy","","","Phoenix","85044","US","AZ","8000 Arizona Grand Pkwy","Phoenix, AZ 85044",""
"Nevada","North Las Vegas","The Cosmopolitan of Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/CvChZm5SAGt5bm9IL2evog/o.jpg","https://www.yelp.com/biz/the-cosmopolitan-of-las-vegas-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3708 Las Vegas Blvd S","null","null","Las Vegas","89109","US","NV","3708 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","ARIA Resort & Casino","https://s3-media4.fl.yelpcdn.com/bphoto/tKSNrugyB7yqwexbYKr6bg/o.jpg","https://www.yelp.com/biz/aria-resort-and-casino-las-vegas-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3730 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3730 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","Luxor Hotel and Casino Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/UWElhbwdOQdH0H_zq9x9vw/o.jpg","https://www.yelp.com/biz/luxor-hotel-and-casino-las-vegas-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","3900 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3900 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","MGM Grand Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/Fq6ygvYUVOnIKv3enuarTQ/o.jpg","https://www.yelp.com/biz/mgm-grand-hotel-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","3799 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3799 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","The Venetian Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/d1Zb0e641TJbTykV5rVXiQ/o.jpg","https://www.yelp.com/biz/the-venetian-las-vegas-las-vegas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3355 South Las Vegas Boulevard","","","Las Vegas","89109","US","NV","3355 South Las Vegas Boulevard","Las Vegas, NV 89109",""
"Arizona","Gilbert","Talking Stick Resort","https://s3-media3.fl.yelpcdn.com/bphoto/TSKL4k5ZgKkwPOr5rUhU-g/o.jpg","https://www.yelp.com/biz/talking-stick-resort-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","9800 E Talking Stick Way","","","Scottsdale","85256","US","AZ","9800 E Talking Stick Way","Scottsdale, AZ 85256",""
"","","The Clarendon Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/iESI3Fpv51qWKWLpV7PUpw/o.jpg","https://www.yelp.com/biz/the-clarendon-hotel-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","401 W Clarendon Ave","null","","Phoenix","85013","US","AZ","401 W Clarendon Ave","Phoenix, AZ 85013",""
"","","Hotel Valley Ho","https://s3-media1.fl.yelpcdn.com/bphoto/TTtLq_Jdh8WZ0npQNRvMNg/o.jpg","https://www.yelp.com/biz/hotel-valley-ho-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","6850 E Main St","","","Scottsdale","85251","US","AZ","6850 E Main St","Scottsdale, AZ 85251",""
"","","Arizona Grand Resort & Spa","https://s3-media4.fl.yelpcdn.com/bphoto/BpP6KS2LLEzuv5ALvuhfDg/o.jpg","https://www.yelp.com/biz/arizona-grand-resort-and-spa-phoenix-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","8000 Arizona Grand Pkwy","","","Phoenix","85044","US","AZ","8000 Arizona Grand Pkwy","Phoenix, AZ 85044",""
"","","Hyatt Regency Scottsdale Resort & Spa at Gainey Ranch","https://s3-media2.fl.yelpcdn.com/bphoto/v29xgeSIk9Z3Ek3WAOTG8A/o.jpg","https://www.yelp.com/biz/hyatt-regency-scottsdale-resort-and-spa-at-gainey-ranch-scottsdale-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","7500 E Doubletree Ranch Rd","","","Scottsdale","85258","US","AZ","7500 E Doubletree Ranch Rd","Scottsdale, AZ 85258",""
