"state","city","hotels__name","hotels__image_url","hotels__url","hotels__rating","hotels__location__address1","hotels__location__address2","hotels__location__address3","hotels__location__city","hotels__location__zip_code","hotels__location__country","hotels__location__state","hotels__location__display_address__001","hotels__location__display_address__002","hotels__location__display_address__003"
"","","Hotel Preston","https://s3-media4.fl.yelpcdn.com/bphoto/wSr0mL9mKD3h0BzC0LOb7g/o.jpg","https://www.yelp.com/biz/hotel-preston-nashville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","733 Briley Pkwy","null","","Nashville","37217","US","TN","733 Briley Pkwy","Nashville, TN 37217",""
"Michigan","Detroit","Detroit Marriott at the Renaissance Center","https://s3-media3.fl.yelpcdn.com/bphoto/tj_6VDqfeZTOs6NIkOwl2A/o.jpg","https://www.yelp.com/biz/detroit-marriott-at-the-renaissance-center-detroit?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","Renaissance Center","400 Renaissance Dr","","Detroit","48243","US","MI","Renaissance Center","400 Renaissance Dr","Detroit, MI 48243"
"","","MGM Grand Detroit","https://s3-media1.fl.yelpcdn.com/bphoto/rln6N635hPchQI32yUvFMg/o.jpg","https://www.yelp.com/biz/mgm-grand-detroit-detroit?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1777 3rd St","","","Detroit","48226","US","MI","1777 3rd St","Detroit, MI 48226",""
"","","The Westin Book Cadillac Detroit","https://s3-media2.fl.yelpcdn.com/bphoto/8KtNLrduMii3QxqJL2sVYQ/o.jpg","https://www.yelp.com/biz/the-westin-book-cadillac-detroit-detroit?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1114 Washington Blvd","","","Detroit","48226","US","MI","1114 Washington Blvd","Detroit, MI 48226",""
"","","MotorCity Casino Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/L87opoeQ8HWbnVemtz4eeg/o.jpg","https://www.yelp.com/biz/motorcity-casino-hotel-detroit?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2901 Grand River Ave","","","Detroit","48201","US","MI","2901 Grand River Ave","Detroit, MI 48201",""
"","","Roberts Riverwalk Hotel Detroit","https://s3-media4.fl.yelpcdn.com/bphoto/24HAH7jpOZhcJ5OSBPVGcA/o.jpg","https://www.yelp.com/biz/roberts-riverwalk-hotel-detroit-detroit-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","1000 River Pl","","","Detroit","48207","US","MI","1000 River Pl","Detroit, MI 48207",""
"Oregon","Portland","McMenamins Kennedy School","https://s3-media4.fl.yelpcdn.com/bphoto/cUPfXz2XTq4Ar7ZX5LYTmw/o.jpg","https://www.yelp.com/biz/mcmenamins-kennedy-school-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","5736 NE 33rd Ave.","","","Portland","97211","US","OR","5736 NE 33rd Ave.","Portland, OR 97211",""
"","","McMenamins Edgefield","https://s3-media3.fl.yelpcdn.com/bphoto/SR6PdWlRp3nW4HN1ZlEz0A/o.jpg","https://www.yelp.com/biz/mcmenamins-edgefield-troutdale-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2126 SW Halsey St.","","","Troutdale","97060","US","OR","2126 SW Halsey St.","Troutdale, OR 97060",""
"","","The Nines, a Luxury Collection Hotel, Portland","https://s3-media4.fl.yelpcdn.com/bphoto/Q_9U8-Jp53p4GZLlOde0_A/o.jpg","https://www.yelp.com/biz/the-nines-a-luxury-collection-hotel-portland-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","525 SW Morrison","","","Portland","97204","US","OR","525 SW Morrison","Portland, OR 97204",""
"","","Kimpton Hotel Monaco Portland","https://s3-media4.fl.yelpcdn.com/bphoto/ht6Ufzb0BBYNgDY8U1blLg/o.jpg","https://www.yelp.com/biz/kimpton-hotel-monaco-portland-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","506 SW Washington St","","","Portland","97204","US","OR","506 SW Washington St","Portland, OR 97204",""
"","","Jupiter Hotel","https://s3-media3.fl.yelpcdn.com/bphoto/18rpi50ov-BSXgaDglKI9Q/o.jpg","https://www.yelp.com/biz/jupiter-hotel-portland-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","800 E Burnside St","","null","Portland","97214","US","OR","800 E Burnside St","Portland, OR 97214",""
"Oklahoma","Oklahoma City","The Skirvin Hilton","https://s3-media2.fl.yelpcdn.com/bphoto/uyvIHARmgd2EHLlgICGz1A/o.jpg","https://www.yelp.com/biz/the-skirvin-hilton-oklahoma-city-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","One Park Ave","","","Oklahoma City","73102","US","OK","One Park Ave","Oklahoma City, OK 73102",""
"","","Sheraton Oklahoma City Downtown Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/ZXiYf_-EpNIv9P2aTI2yjA/o.jpg","https://www.yelp.com/biz/sheraton-oklahoma-city-downtown-hotel-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1 North Broadway Ave","","","Oklahoma City","73102","US","OK","1 North Broadway Ave","Oklahoma City, OK 73102",""
"","","Aloft Oklahoma City Downtown - Bricktown","https://s3-media2.fl.yelpcdn.com/bphoto/tt87igjWOPTTZUN7Bqlo0A/o.jpg","https://www.yelp.com/biz/aloft-oklahoma-city-downtown-bricktown-oklahoma-city-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","209 North Walnut Ave","","","Oklahoma City","73104","US","OK","209 North Walnut Ave","Oklahoma City, OK 73104",""
"","","Biltmore Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/_C7Pc-vXmau8fUGkLSLpFA/o.jpg","https://www.yelp.com/biz/biltmore-hotel-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","1.5","401 S Meridian","","","Oklahoma City","73108","US","OK","401 S Meridian","Oklahoma City, OK 73108",""
"","","Renaissance Oklahoma City Convention Center Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/hl6ITiO3-Gu49VZO2bPCLg/o.jpg","https://www.yelp.com/biz/renaissance-oklahoma-city-convention-center-hotel-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","10 N Broadway Ave","","","Oklahoma City","73102","US","OK","10 N Broadway Ave","Oklahoma City, OK 73102",""
"Nevada","Las Vegas","The Cosmopolitan of Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/CvChZm5SAGt5bm9IL2evog/o.jpg","https://www.yelp.com/biz/the-cosmopolitan-of-las-vegas-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3708 Las Vegas Blvd S","null","null","Las Vegas","89109","US","NV","3708 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","ARIA Resort & Casino","https://s3-media4.fl.yelpcdn.com/bphoto/tKSNrugyB7yqwexbYKr6bg/o.jpg","https://www.yelp.com/biz/aria-resort-and-casino-las-vegas-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3730 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3730 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","Luxor Hotel and Casino Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/UWElhbwdOQdH0H_zq9x9vw/o.jpg","https://www.yelp.com/biz/luxor-hotel-and-casino-las-vegas-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","3900 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3900 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","MGM Grand Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/Fq6ygvYUVOnIKv3enuarTQ/o.jpg","https://www.yelp.com/biz/mgm-grand-hotel-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","3799 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3799 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","The Venetian Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/d1Zb0e641TJbTykV5rVXiQ/o.jpg","https://www.yelp.com/biz/the-venetian-las-vegas-las-vegas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3355 South Las Vegas Boulevard","","","Las Vegas","89109","US","NV","3355 South Las Vegas Boulevard","Las Vegas, NV 89109",""
"Tennessee","Memphis","Graceland","https://s3-media3.fl.yelpcdn.com/bphoto/0zG4xKfOax1WY-lxi5A0Sw/o.jpg","https://www.yelp.com/biz/graceland-memphis-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3717 Elvis Presley Blvd","","","Memphis","38116","US","TN","3717 Elvis Presley Blvd","Memphis, TN 38116",""
"","","The Peabody Memphis","https://s3-media2.fl.yelpcdn.com/bphoto/IpVUwyYL7ezbNCbVEPGhsQ/o.jpg","https://www.yelp.com/biz/the-peabody-memphis-memphis-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","118 S 2nd St","","","Memphis","38103","US","TN","118 S 2nd St","Memphis, TN 38103",""
"","","Sheraton Memphis Downtown Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/9r_aI1dalAOTbGFOPjD67A/o.jpg","https://www.yelp.com/biz/sheraton-memphis-downtown-hotel-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","250 North Main St","","","Memphis","38103","US","TN","250 North Main St","Memphis, TN 38103",""
"","","Hilton Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/OaZW7UlEstPpb8ZpyUUH5A/o.jpg","https://www.yelp.com/biz/hilton-hotel-memphis-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","939 Ridge Lake Blvd","","","Memphis","38120","US","TN","939 Ridge Lake Blvd","Memphis, TN 38120",""
"","","Doubletree by Hilton Memphis Downtown","https://s3-media2.fl.yelpcdn.com/bphoto/7RePjxdqKsBmm9J_G4ukRQ/o.jpg","https://www.yelp.com/biz/doubletree-by-hilton-memphis-downtown-memphis-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","185 Union Ave","null","","Memphis","38103","US","TN","185 Union Ave","Memphis, TN 38103",""
"Kentucky","Louisville","Galt House Hotel","https://s3-media3.fl.yelpcdn.com/bphoto/8Or5p1EUKGok5kppPHjrLg/o.jpg","https://www.yelp.com/biz/galt-house-hotel-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","140 N 4th St","","","Louisville","40202","US","KY","140 N 4th St","Louisville, KY 40202",""
"","","The Brown Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/6LVTyxj3Ygd0WTYTuGxoIw/o.jpg","https://www.yelp.com/biz/the-brown-hotel-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","335 W Broadway","","","Louisville","40202","US","KY","335 W Broadway","Louisville, KY 40202",""
"","","21c Museum Hotel Louisville","https://s3-media2.fl.yelpcdn.com/bphoto/a3LOT-feFcJMwwzBwSRFvw/o.jpg","https://www.yelp.com/biz/21c-museum-hotel-louisville-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","700 West Main Street","null","","Louisville","40202","US","KY","700 West Main Street","Louisville, KY 40202",""
"","","Seelbach Hilton Louisville","https://s3-media2.fl.yelpcdn.com/bphoto/Sr85SuzIlxBlvfiBijFEmw/o.jpg","https://www.yelp.com/biz/seelbach-hilton-louisville-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","500 Fourth St","null","","Louisville","40202","US","KY","500 Fourth St","Louisville, KY 40202",""
"","","Hyatt Regency Louisville","https://s3-media3.fl.yelpcdn.com/bphoto/hHZ-SvuihhY6uD28CAXSUg/o.jpg","https://www.yelp.com/biz/hyatt-regency-louisville-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","311 S 4th St","","","Louisville","40202","US","KY","311 S 4th St","Louisville, KY 40202",""
"Maryland","Baltimore","Kimpton Hotel Monaco Baltimore Inner Harbor","https://s3-media2.fl.yelpcdn.com/bphoto/fzvt4VhoVdIR5VnyBTcwcg/o.jpg","https://www.yelp.com/biz/kimpton-hotel-monaco-baltimore-inner-harbor-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2 N Charles St","","","Baltimore","21201","US","MD","2 N Charles St","Baltimore, MD 21201",""
"","","Hilton Baltimore","https://s3-media3.fl.yelpcdn.com/bphoto/q4-qb91_rqBzhLzIEhQEVg/o.jpg","https://www.yelp.com/biz/hilton-baltimore-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","401 W Pratt St","","","Baltimore","21201","US","MD","401 W Pratt St","Baltimore, MD 21201",""
"","","Renaissance Baltimore Harborplace Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/7Pk8hBM_0dcm6_fZkBo39A/o.jpg","https://www.yelp.com/biz/renaissance-baltimore-harborplace-hotel-baltimore-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","202 East Pratt St","","","Baltimore","21202","US","MD","202 East Pratt St","Baltimore, MD 21202",""
"","","Embassy Suites by Hilton Baltimore Inner Harbor","https://s3-media4.fl.yelpcdn.com/bphoto/o5Pn8B16v3oGqicBWh__wQ/o.jpg","https://www.yelp.com/biz/embassy-suites-by-hilton-baltimore-inner-harbor-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","222 St Paul Pl","null","","Baltimore","21202","US","MD","222 St Paul Pl","Baltimore, MD 21202",""
"","","Baltimore Marriott Waterfront","https://s3-media1.fl.yelpcdn.com/bphoto/6U9eu_hXqbVt9vK-IX7V8Q/o.jpg","https://www.yelp.com/biz/baltimore-marriott-waterfront-baltimore-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","700 Aliceanna St","","","Baltimore","21202","US","MD","700 Aliceanna St","Baltimore, MD 21202",""
"Wisconsin","Milwaukee","The Iron Horse Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/2aE9fTpHraUVpfZVi8vXaw/o.jpg","https://www.yelp.com/biz/the-iron-horse-hotel-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","500 W Florida St","","","Milwaukee","53204","US","WI","500 W Florida St","Milwaukee, WI 53204",""
"","","Potawatomi Hotel & Casino","https://s3-media2.fl.yelpcdn.com/bphoto/WyLz8GPFTcWjvl2FwNjV9Q/o.jpg","https://www.yelp.com/biz/potawatomi-hotel-and-casino-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1721 W Canal St","","","Milwaukee","53223","US","WI","1721 W Canal St","Milwaukee, WI 53223",""
"","","The Pfister Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/G3AFo_17YbB9-25fMetRlA/o.jpg","https://www.yelp.com/biz/the-pfister-hotel-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","424 E Wisconsin Ave","","","Milwaukee","53202","US","WI","424 E Wisconsin Ave","Milwaukee, WI 53202",""
"","","Hilton Milwaukee Center","https://s3-media3.fl.yelpcdn.com/bphoto/9ID37ro68tt6Rgdo9LFkXQ/o.jpg","https://www.yelp.com/biz/hilton-milwaukee-center-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","509 W Wisconsin Ave","","","Milwaukee","53203","US","WI","509 W Wisconsin Ave","Milwaukee, WI 53203",""
"","","Hyatt Regency Milwaukee","https://s3-media1.fl.yelpcdn.com/bphoto/S9weHexljJs1Jvs6VlYd5Q/o.jpg","https://www.yelp.com/biz/hyatt-regency-milwaukee-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","333 West Kilbourn Avenue","","","Milwaukee","53203","US","WI","333 West Kilbourn Avenue","Milwaukee, WI 53203",""
"New Mexico","Albuquerque","Los Poblanos Historic Inn & Organic Farm","https://s3-media4.fl.yelpcdn.com/bphoto/pQyrx2s1WhNLF-zs5uBV4g/o.jpg","https://www.yelp.com/biz/los-poblanos-historic-inn-and-organic-farm-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4803 Rio Grande Blvd NW","","","Albuquerque","87107","US","NM","4803 Rio Grande Blvd NW","Albuquerque, NM 87107",""
"","","Sandia Peak Inn","https://s3-media1.fl.yelpcdn.com/bphoto/D0tP3PLn6scCaFh4YeJjvg/o.jpg","https://www.yelp.com/biz/sandia-peak-inn-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4614 Central Ave SW","","","Albuquerque","87105","US","NM","4614 Central Ave SW","Albuquerque, NM 87105",""
"","","Hotel Andaluz","https://s3-media2.fl.yelpcdn.com/bphoto/JlNECdcj2oskAEP0MUC0-A/o.jpg","https://www.yelp.com/biz/hotel-andaluz-albuquerque-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","125 2nd St NW","","","Albuquerque","87102","US","NM","125 2nd St NW","Albuquerque, NM 87102",""
"","","Hotel Albuquerque at Old Town","https://s3-media3.fl.yelpcdn.com/bphoto/NWH5Exx-XtfXC5SBJBP7AA/o.jpg","https://www.yelp.com/biz/hotel-albuquerque-at-old-town-albuquerque-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","800 Rio Grande Blvd NW","","","Albuquerque","87104","US","NM","800 Rio Grande Blvd NW","Albuquerque, NM 87104",""
"","","Hyatt Regency Tamaya Resort & Spa","https://s3-media4.fl.yelpcdn.com/bphoto/TDXOXk29rHjvN6TmS6UlZQ/o.jpg","https://www.yelp.com/biz/hyatt-regency-tamaya-resort-and-spa-santa-ana-pueblo-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1300 Tuyuna Trl","","","Santa Ana Pueblo","87004","US","NM","1300 Tuyuna Trl","Santa Ana Pueblo, NM 87004",""
"Arizona","Tucson","JW Marriott Tucson Starr Pass Resort & Spa","https://s3-media1.fl.yelpcdn.com/bphoto/8BZaBhZbhRfs1_vkxXKnhg/o.jpg","https://www.yelp.com/biz/jw-marriott-tucson-starr-pass-resort-and-spa-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3800 W Starr Pass Blvd","","","Tucson","85745","US","AZ","3800 W Starr Pass Blvd","Tucson, AZ 85745",""
"","","The Westin La Paloma Resort & Spa","https://s3-media3.fl.yelpcdn.com/bphoto/RKeouwcBIpapaSrxB8ta4Q/o.jpg","https://www.yelp.com/biz/the-westin-la-paloma-resort-and-spa-tucson-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3800 E Sunrise Dr","","","Tucson","85718","US","AZ","3800 E Sunrise Dr","Tucson, AZ 85718",""
"","","Hotel Congress","https://s3-media2.fl.yelpcdn.com/bphoto/dSlHFMdoM86TxU5hSynwgA/o.jpg","https://www.yelp.com/biz/hotel-congress-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","311 E Congress St","","","Tucson","85701","US","AZ","311 E Congress St","Tucson, AZ 85701",""
"","","Loews Ventana Canyon Resort","https://s3-media4.fl.yelpcdn.com/bphoto/SjxrIxMgMPDrtXbBJeJFNQ/o.jpg","https://www.yelp.com/biz/loews-ventana-canyon-resort-tucson-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","7000 N Resort Dr","null","","Tucson","85750","US","AZ","7000 N Resort Dr","Tucson, AZ 85750",""
"","","Lodge on the Desert","https://s3-media3.fl.yelpcdn.com/bphoto/JJByQ_vEeBGV0troHEKXvA/o.jpg","https://www.yelp.com/biz/lodge-on-the-desert-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","306 N Alvernon Way","","","Tucson","85711","US","AZ","306 N Alvernon Way","Tucson, AZ 85711",""
"California","Fresno","University Square Hotel","https://s3-media3.fl.yelpcdn.com/bphoto/jcYuMbS65Kz5CK_uuoStVg/o.jpg","https://www.yelp.com/biz/university-square-hotel-fresno-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","1.5","4961 N Cedar Ave","","University Square Hotel","Fresno","93726","US","CA","4961 N Cedar Ave","University Square Hotel","Fresno, CA 93726"
"","","Hotel Piccadilly","https://s3-media4.fl.yelpcdn.com/bphoto/9Ap_r60GPTp0esLwHVFhtg/o.jpg","https://www.yelp.com/biz/hotel-piccadilly-fresno-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2305 W Shaw Ave","","","Fresno","93711","US","CA","2305 W Shaw Ave","Fresno, CA 93711",""
"","","Ramada by Wyndham Fresno North","https://s3-media4.fl.yelpcdn.com/bphoto/SV5KDEFzpntwrfsB3D_rvA/o.jpg","https://www.yelp.com/biz/ramada-by-wyndham-fresno-north-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","324 E Shaw Avenue","","","Fresno","93710","US","CA","324 E Shaw Avenue","Fresno, CA 93710",""
"","","La Quinta Inn Fresno Yosemite","https://s3-media1.fl.yelpcdn.com/bphoto/XmZGuN-SC1tf7FbviToU7w/o.jpg","https://www.yelp.com/biz/la-quinta-inn-fresno-yosemite-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","2926 Tulare","","","Fresno","93721","US","CA","2926 Tulare","Fresno, CA 93721",""
