JAN:SAT:236.396666666667
JAN:GFK:656
JAN:GJT:205
JAN:GNV:415.25
JAN:GRB:335.162
JAN:GRI:296
JAN:GRK:229
JAN:GRR:287
JAN:GSO:290.903333333333
JAN:GSP:247.635
JAN:GTF:643.5
JAN:GUC:274.5
JAN:HDN:192.5
JAN:HLN:469.325
JAN:HNL:528.53
JAN:HOB:292
JAN:HOU:309
JAN:HPN:303.206666666667
JAN:HSV:354.12
JAN:HTS:607
JAN:HVN:453.5
JAN:IAD:313.232
JAN:IAH:270.916666666667
JAN:ICT:290.403333333333
JAN:IDA:943.19
JAN:ILM:331.505
JAN:IND:244.41625
JAN:IPT:330
JAN:ISN:719
JAN:ITO:781
JAN:JAC:366.166666666667
JAN:JAX:194.51
JAN:JFK:236.812857142857
JAN:JLN:328
JAN:JMS:477.5
JAN:JNU:280
JAN:KOA:850.75
JAN:LAN:423.785
JAN:LAS:390.293333333333
JAN:LAW:583.5
JAN:LAX:330.598181818182
JAN:LBB:222
JAN:LEX:240.5
JAN:LGA:359.078666666667
JAN:LIH:348.22
JAN:LNK:185.5
JAN:LRD:419.25
JAN:LSE:614
JAN:LWS:1040
JAN:LYH:572
JAN:MAF:403.5
JAN:MBS:200.65
JAN:MCI:481.976
JAN:MCO:293.28
JAN:MDT:397.25
JAN:MDW:357.955
JAN:MFE:345
JAN:MFR:321.965
JAN:MGM:348
JAN:MHK:185.5
JAN:MHT:334.324
JAN:MIA:396.245
JAN:MKE:385.294
JAN:MLB:542
JAN:MLI:378
JAN:MOT:497
JAN:MQT:368.185
JAN:MRY:294.86
JAN:MSN:329.416666666667
JAN:MSO:384.5
JAN:MSP:256.47875
JAN:MTJ:181.5
JAN:MYR:417.5
JAN:OAJ:290.25
JAN:OAK:290.025
JAN:OGG:751.726666666667
JAN:OKC:160
JAN:OMA:275.196
JAN:ONT:390.37
JAN:ORD:286.499
JAN:ORF:432.056
JAN:PBI:366.684
JAN:PDX:399.883333333333
JAN:PGV:513
JAN:PHF:377.5
JAN:PHL:445.618333333333
JAN:PHX:497.9525
JAN:PIA:276.5375
JAN:PIT:305.365
JAN:PSC:584.735
JAN:PSP:650
JAN:PVD:298.99
JAN:PWM:309.833333333333
JAN:RAP:290.5
JAN:RDM:542
JAN:RDU:237.275714285714
JAN:RHI:656
JAN:RIC:368.385
JAN:RKS:528
JAN:RNO:309.08
JAN:ROA:403.5
JAN:ROC:325.9025
JAN:ROW:189
JAN:RST:208.5
JAN:RSW:737.805
JAN:SAF:217.5
JAN:SAN:363.912
JAN:SAV:421.593333333333
JAN:SBA:445.123333333333
JAN:SBN:524
JAN:SBP:466.5
JAN:SCE:674
JAN:SDF:262.5
JAN:SEA:351.138
JAN:SFO:439.772727272727
JAN:SGF:185.5
JAN:SGU:368.5
JAN:SHV:193
JAN:SJC:433.07
JAN:SJT:191
JAN:SJU:452.333333333333
JAN:SLC:432.93
JAN:SMF:347.42
JAN:SNA:295.215
JAN:SPI:305.5
JAN:SPS:253.5
JAN:SRQ:375.25
JAN:STL:226.38
JAN:STT:816.5
JAN:STX:539.5
JAN:SUX:343
JAN:SWF:445.5
JAN:SWO:177.5
JAN:SYR:329.5825
JAN:TLH:311
JAN:TOL:376
JAN:TPA:232.25
JAN:TRI:156
JAN:TUL:279.25
JAN:TUS:248.833333333333
JAN:TVC:169.5
JAN:TYR:231
JAN:TYS:243.896666666667
JAN:VLD:198
JAN:XNA:358.61
JAN:YKM:1203
JAN:YUM:558.5
SUN:SAT:180.53
SUN:ABQ:261.25
SUN:ALB:274.54
SUN:ALW:427
SUN:ANC:227.5
SUN:ASE:246
SUN:ATL:421.434444444444
SUN:ATW:643.5
SUN:AUS:296.3675
SUN:AVL:404.5
SUN:AZO:474.5
SUN:BDL:551.666666666667
SUN:BHM:546.75
SUN:BLI:421
SUN:BNA:296.9675
SUN:BOS:344.726666666667
SUN:BTV:450.0875
SUN:BUF:767.29
SUN:BUR:149.25
SUN:BWI:439.206
SUN:CHA:419
SUN:CHO:583.54
SUN:CHS:645.515
SUN:CLE:365.5
SUN:CLT:319.98
SUN:CMH:422.7325
SUN:COS:382
SUN:CPR:333.3
SUN:CRP:338.5
SUN:CVG:240.91
SUN:DAB:588
SUN:DAL:214.5
SUN:DAY:260.5
SUN:DCA:359.923333333333
SUN:DEN:302.013333333333
SUN:DFW:392.3625
SUN:DIK:264.5
SUN:DLH:424.48
SUN:DSM:229
SUN:DTW:343.326666666667
SUN:ELM:276.5
SUN:EUG:139.74
SUN:EWR:492.7425
SUN:EYW:333.27
SUN:FAI:252
SUN:FAT:316.75
SUN:FLL:456.333333333333
SUN:GEG:154
SUN:GJT:170.5
SUN:GNV:580.5
SUN:GRB:333
SUN:GRR:537.68
SUN:GSP:359.5
SUN:GUC:297.5
SUN:HDN:421.5
SUN:HNL:392.598
SUN:HSV:817
SUN:IAD:642.12
SUN:IAH:423.4675
SUN:ICT:571.01
SUN:IND:405.886666666667
SUN:JAX:405.905
SUN:JFK:570.574285714286
SUN:JNU:576
SUN:KOA:447.823333333333
SUN:LAN:593.5
SUN:LAS:169.75
SUN:LAX:159.094285714286
SUN:LBB:395.5
SUN:LEX:362.52
SUN:LGA:599.346666666667
SUN:LGB:193.5
SUN:LIH:514.8975
SUN:LIT:704.75
SUN:LSE:416
SUN:MCI:330.833333333333
SUN:MCO:299.872
SUN:MEM:502.5
SUN:MFR:235
SUN:MIA:389.183333333333
SUN:MKE:297.98
SUN:MOB:624
SUN:MOT:348.5
SUN:MSN:470.475
SUN:MSP:359.375
SUN:MSY:530.365
SUN:MTJ:458.5
SUN:MYR:288
SUN:OAJ:240
SUN:OAK:213.5
SUN:OGG:425.738
SUN:OKC:158.5
SUN:OMA:433.9
SUN:ONT:199.9
SUN:ORD:217.814285714286
SUN:ORF:268.46
SUN:PBI:885.5
SUN:PDX:111.65
SUN:PHL:336
SUN:PHX:246.584
SUN:PIT:302.156666666667
SUN:PSP:227.745
SUN:PWM:264.06
SUN:RDM:292
SUN:RDU:718.18
SUN:RIC:357.966666666667
SUN:RNO:321.5
SUN:ROC:328.855
SUN:RSW:582
SUN:SAN:210.728571428571
SUN:SAV:429.5
SUN:SBA:249.75
SUN:SBP:346.835
SUN:SDF:283.26
SUN:SEA:116.1575
SUN:SFO:185.623333333333
SUN:SGF:1199
SUN:SJC:215.218
SUN:SJU:538.54
SUN:SLC:148.09
SUN:SMF:329.75
SUN:SNA:233.53
SUN:SRQ:537
SUN:STL:431.87
SUN:STS:263.06
SUN:SYR:487.5
SUN:TLH:414
SUN:TPA:401.066666666667
SUN:TUL:563.805
SUN:TUS:293
SUN:TYS:357
SUN:VPS:762.32
SUN:XNA:192.5
SUN:YKM:187
SAT:SUN:218.735
SAT:JAN:253.936666666667
SAT:ABE:191.003333333333
SAT:ABI:273
SAT:ABQ:249.162
SAT:ABR:317.71
SAT:ABY:160.5
SAT:ACV:459
SAT:AEX:251
SAT:AGS:271.436
SAT:ALB:297.1825
SAT:ALO:198.15
SAT:ALW:325
SAT:AMA:153.288333333333
SAT:ANC:406.442857142857
SAT:APN:232.21
SAT:ART:397.125
SAT:ASE:296.868333333333
SAT:ATL:277.564642857143
SAT:ATW:309.21375
SAT:ATY:389
SAT:AVL:208.356666666667
SAT:AVP:369.915714285714
SAT:AZO:429.746666666667
SAT:BDL:252.434166666667
SAT:BFF:249
SAT:BFL:197.68
SAT:BGM:396.383333333333
SAT:BGR:460.314285714286
SAT:BHB:279
SAT:BHM:269.429375
SAT:BIL:328.232
SAT:BIS:346.353333333333
SAT:BJI:252.38
SAT:BLI:530.5
SAT:BMI:226.38
SAT:BNA:288.2456
SAT:BOI:251.075882352941
SAT:BOS:316.71023255814
SAT:BPT:303
SAT:BQK:260
SAT:BQN:243.545
SAT:BRD:381.675
SAT:BRO:158.8
SAT:BRW:689
SAT:BTM:267.19
SAT:BTR:142.5
SAT:BTV:374.308181818182
SAT:BUF:239.366666666667
SAT:BUR:243.254444444444
SAT:BWI:260.273829787234
SAT:BZN:454.754285714286
SAT:CAE:341.37625
SAT:CAK:259.241111111111
SAT:CDC:471.51
SAT:CDR:188.5
SAT:CHA:282.561428571429
SAT:CHO:279.821666666667
SAT:CHS:336.401176470588
SAT:CID:380.925714285714
SAT:CIU:267.75
SAT:CKB:279.73
SAT:CLE:319.831904761905
SAT:CLL:338
SAT:CLT:257.425
SAT:CMH:239.766428571429
SAT:CMI:250.5
SAT:CMX:271.5
SAT:COD:259.5
SAT:COS:252.1825
SAT:COU:194
SAT:CPR:433
SAT:CRW:259.798333333333
SAT:CSG:318.083333333333
SAT:CVG:214.412307692308
SAT:CVN:431
SAT:CWA:249.9225
SAT:DAB:246.28
SAT:DAL:216.154
SAT:DAY:290.197777777778
SAT:DBQ:283.18
SAT:DCA:279.851470588235
SAT:DEN:245.721304347826
SAT:DFW:142.28
SAT:DHN:280.16
SAT:DIK:434
SAT:DLH:512.636666666667
SAT:DRO:344.465
SAT:DSM:276.533333333333
SAT:DTW:353.162857142857
SAT:DVL:294.5
SAT:EAT:209.98
SAT:ECP:173.992
SAT:EGE:264.5
SAT:EKO:356.29
SAT:ELM:361.105
SAT:ELP:211.26
SAT:ERI:367.62
SAT:ESC:254.2
SAT:EUG:212.23875
SAT:EVV:417.8
SAT:EWN:175.75
SAT:EWR:348.71
SAT:EYW:414.34375
SAT:FAI:381.64875
SAT:FAR:374.15375
SAT:FAT:273.195
SAT:FAY:362.2
SAT:FCA:345.714
SAT:FLG:114
SAT:FLL:368.9915
SAT:FLO:198.59
SAT:FNT:271.194
SAT:FSD:325.588571428571
SAT:FSM:325.023333333333
SAT:FWA:306.494
SAT:GCC:236
SAT:GCK:303
SAT:GEG:213.924117647059
SAT:GFK:384.17
SAT:GGG:102
SAT:GGW:348.5
SAT:GJT:306.6025
SAT:GNV:288.578
SAT:GPT:232.12
SAT:GRB:285.39
SAT:GRI:470
SAT:GRR:253.429285714286
SAT:GSO:307.325555555556
SAT:GSP:249.099230769231
SAT:GTF:356.2325
SAT:GTR:187
SAT:GUC:209.396666666667
SAT:GUM:1225.1675
SAT:HDN:323.465
SAT:HHH:220.5
SAT:HIB:349.07
SAT:HLN:465.7125
SAT:HNL:550.336857142857
SAT:HOB:182
SAT:HOU:233.79
SAT:HPN:212.78
SAT:HRL:147.25
SAT:HSV:314.888
SAT:HTS:213.995
SAT:HVN:254
SAT:HVR:643
SAT:HYS:202.5
SAT:IAD:372.790689655172
SAT:IAH:131.275
SAT:ICT:188.16
SAT:IDA:265.5
SAT:IFP:121.5
SAT:ILM:169.74
SAT:IMT:651.97
SAT:IND:225.694285714286
SAT:IPT:214.583333333333
SAT:ISN:575.598
SAT:ISP:238.1275
SAT:ITH:272.932
SAT:ITO:560
SAT:JAC:427.185
SAT:JAX:274.886428571429
SAT:JFK:346.596111111111
SAT:JLN:145
SAT:JMS:210
SAT:JNU:267
SAT:KOA:660.275555555555
SAT:KTN:278.5
SAT:LAN:243.68
SAT:LAR:323.005
SAT:LAS:239.005909090909
SAT:LAW:197
SAT:LAX:268.840666666667
SAT:LBB:157.646666666667
SAT:LBF:306.5
SAT:LCH:318.75
SAT:LEB:268
SAT:LEX:400.055555555556
SAT:LFT:310.75
SAT:LGA:310.438235294118
SAT:LGB:239
SAT:LIH:787.141111111111
SAT:LIT:167.74
SAT:LNK:530.25
SAT:LNY:565.5
SAT:LSE:333.455714285714
SAT:LWS:367.873333333333
SAT:LYH:210.5
SAT:MAF:266.2025
SAT:MBS:303.25
SAT:MCI:204.452105263158
SAT:MCO:279.124736842105
SAT:MDT:320.875714285714
SAT:MDW:207.708181818182
SAT:MEI:334
SAT:MEM:201.338571428571
SAT:MFE:397.49
SAT:MFR:328.14625
SAT:MGM:262
SAT:MHK:226.733333333333
SAT:MHT:336.88
SAT:MIA:406.438235294118
SAT:MKE:208.675909090909
SAT:MKG:425
SAT:MLB:310.26
SAT:MLI:290.875
SAT:MLU:208
SAT:MOB:203.036
SAT:MOT:436.625
SAT:MQT:324.334
SAT:MRY:356.6
SAT:MSN:244.87625
SAT:MSO:413.341428571429
SAT:MSP:265.868461538462
SAT:MSY:230.7
SAT:MTJ:251.636666666667
SAT:MVY:483
SAT:MYR:312.806
SAT:OAJ:237.726666666667
SAT:OAK:269.1825
SAT:OGG:685.395384615385
SAT:OKC:174.865555555556
SAT:OMA:179.906666666667
SAT:ONT:280.901818181818
SAT:ORD:336.794516129032
SAT:ORF:342.176956521739
SAT:OTZ:529
SAT:OWB:277
SAT:PAH:358
SAT:PBG:356.5
SAT:PBI:288.145555555556
SAT:PDX:252.593846153846
SAT:PGV:170
SAT:PHF:275.625
SAT:PHL:301.542558139535
SAT:PHX:277.673
SAT:PIA:262.08875
SAT:PIB:217.5
SAT:PIH:304
SAT:PIR:374.25
SAT:PIT:280.142
SAT:PLN:249.9
SAT:PNS:285.2775
SAT:PQI:346.5
SAT:PSC:296.893333333333
SAT:PSP:243.89
SAT:PVD:288.531176470588
SAT:PWM:386.979090909091
SAT:RAP:391.333333333333
SAT:RDD:515.26
SAT:RDM:192.981428571429
SAT:RDU:301.098275862069
SAT:RHI:456.9
SAT:RIC:262.936111111111
SAT:RKS:236
SAT:RNO:278.020714285714
SAT:ROA:245.772
SAT:ROC:229.326111111111
SAT:ROW:191.775
SAT:RST:286.94
SAT:RSW:270.416666666667
SAT:SAF:202
SAT:SAN:291.578888888889
SAT:SAV:218.514444444444
SAT:SBA:240.847142857143
SAT:SBN:255.9675
SAT:SBP:382.65
SAT:SBY:540.695
SAT:SCE:484.264
SAT:SDF:204.203529411765
SAT:SEA:244.07027027027
SAT:SFB:104
SAT:SFO:274.743181818182
SAT:SGF:370.2275
SAT:SGU:268.706
SAT:SHV:322.215
SAT:SJC:230.8775
SAT:SJU:296.504
SAT:SLC:288.658
SAT:SMF:197.125789473684
SAT:SNA:198.718
SAT:SPI:434.26
SAT:SPS:161.91
SAT:SRQ:279.7725
SAT:STL:288.561739130435
SAT:STS:151.5
SAT:STT:630.693333333333
SAT:STX:583.2
SAT:SUX:237.1425
SAT:SWF:242.1675
SAT:SWO:196
SAT:SYR:253.936153846154
SAT:TBN:314.333333333333
SAT:TLH:269.848
SAT:TOL:294.033333333333
SAT:TPA:287.862
SAT:TRI:257
SAT:TUL:163.492222222222
SAT:TUS:188.936153846154
SAT:TVC:462.2375
SAT:TWF:374.5
SAT:TXK:277
SAT:TYR:151
SAT:TYS:272.171428571429
SAT:UIN:456
SAT:VLD:134.5
SAT:VPS:179.978
SAT:XNA:210.103333333333
SAT:YKM:153
SAT:YUM:512.75
AUG:ATL:131.5
AUG:BNA:346
AUG:BUF:276
AUG:BWI:254
AUG:CLE:378.985
AUG:CLT:213
AUG:COU:1190.5
AUG:DCA:298.5
AUG:FLL:217
AUG:IAD:178.905
AUG:LAS:637
AUG:MCO:270
AUG:MSP:195
AUG:MSY:296.5
AUG:ORD:204
AUG:PBI:226
AUG:PHL:276
AUG:RIC:138
AUG:RSW:166.5
AUG:SFO:489
AUG:SLC:246.5
AUG:SYR:161
AUG:TPA:291
DEC:AUS:200.5
DEC:DEN:227.5
DEC:EWR:294
DEC:GRK:246
DEC:ICT:161
DEC:ILM:277.6
DEC:OKC:262.5
DEC:PDX:298
DEC:PHX:254
DEC:PNS:248
DEC:SEA:223
ABE:JAN:557
ABE:SAT:184.588333333333
ABE:ABI:408
ABE:ABQ:612.123333333333
ABE:ABR:333
ABE:ABY:122.5
ABE:AEX:187
ABE:AGS:318
ABE:ALB:249.5
ABE:ALO:356
ABE:AMA:388.75
ABE:ANC:707.85
ABE:APN:237.5
ABE:ASE:576.5
ABE:ATL:314.259333333333
ABE:ATW:394.14
ABE:AUS:327.567142857143
ABE:AVL:359.5
ABE:AZO:264
ABE:BFL:529
ABE:BGR:187.5
ABE:BHM:413.194
ABE:BIL:413
ABE:BIS:348.5
ABE:BMI:314
ABE:BNA:144.53
ABE:BOI:521.555
ABE:BOS:197
ABE:BQK:271.5
ABE:BRD:299.5
ABE:BTM:624.47
ABE:BTR:283.728
ABE:BUF:347.5
ABE:BUR:349.75
ABE:BZN:672.74
ABE:CAE:364.75
ABE:CAK:188.74
ABE:CHA:271.112857142857
ABE:CHS:230.318
ABE:CID:362.72
ABE:CIU:179.5
ABE:CLE:244.48
ABE:CLT:279.136923076923
ABE:CMH:251.9925
ABE:COD:726
ABE:COS:218
ABE:CRP:418
ABE:CRW:411.005
ABE:CSG:247.5
ABE:CVG:250.98
ABE:CWA:308.63
ABE:DAB:133.5
ABE:DAL:162
ABE:DAY:370.005
ABE:DEN:358.528888888889
ABE:DFW:213.478888888889
ABE:DLH:200.5
ABE:DRO:421
ABE:DSM:297.375
ABE:DTW:300.315
ABE:EAU:336
ABE:ECP:246
ABE:EGE:370
ABE:ELP:346.465
ABE:ERI:169.75
ABE:EVV:416.1375
ABE:EWN:275
ABE:EYW:424.75
ABE:FAI:510
ABE:FAR:304.75
ABE:FAT:516
ABE:FAY:306.936666666667
ABE:FCA:209.9
ABE:FLG:365
ABE:FLL:144.8
ABE:FLO:164.25
ABE:FSD:288.046666666667
ABE:FSM:363.3
ABE:FWA:257.75
ABE:GEG:422.7175
ABE:GNV:234.25
ABE:GPT:162.5
ABE:GRB:322.243333333333
ABE:GRI:452
ABE:GRR:442.75
ABE:GSO:327.333333333333
ABE:GSP:348.022
ABE:GTR:280
ABE:HDN:244.75
ABE:HHH:160
ABE:HNL:498.3675
ABE:HOU:509
ABE:HSV:537
ABE:HTS:191.5
ABE:HVN:194
ABE:IAH:481.719
ABE:ICT:552.333333333333
ABE:IDA:361
ABE:ILM:170
ABE:IMT:387
ABE:IND:278.038333333333
ABE:JAC:371.166666666667
ABE:JAX:251.302
ABE:KOA:345.39
ABE:LAN:171.5
ABE:LAS:335.812857142857
ABE:LAW:217
ABE:LAX:322.802307692308
ABE:LBB:516
ABE:LEX:370.638
ABE:LFT:267
ABE:LIH:568.21
ABE:LIT:319.006666666667
ABE:LNK:359.085
ABE:LSE:302.5
ABE:MBS:541.5
ABE:MCI:228.122
ABE:MCO:196.987142857143
ABE:MDW:425
ABE:MEM:244.875
ABE:MFE:354.5
ABE:MFR:452.5
ABE:MGM:471.7
ABE:MHT:197
ABE:MIA:158.19
ABE:MKE:385.394285714286
ABE:MKG:197.5
ABE:MLB:121
ABE:MLU:274
ABE:MOB:337.75
ABE:MOT:374
ABE:MQT:139
ABE:MSN:308.0375
ABE:MSO:318.66
ABE:MSP:148.773333333333
ABE:MSY:161.646666666667
ABE:MTJ:387
ABE:MWA:175.12
ABE:MYR:159.666666666667
ABE:OAJ:271.5
ABE:OAK:375.75
ABE:OGG:441.77
ABE:OKC:365.852
ABE:OMA:451.268333333333
ABE:ONT:376.735
ABE:ORD:425.91
ABE:ORF:102.5
ABE:PAH:302
ABE:PBI:169.672
ABE:PDX:232.395
ABE:PGD:101
ABE:PGV:181.5
ABE:PHL:610
ABE:PHX:363.462222222222
ABE:PIA:365.605
ABE:PIE:101
ABE:PIT:169.75
ABE:PLN:148.5
ABE:PNS:222.25
ABE:PSC:371
ABE:PSP:609.5
ABE:PVD:345
ABE:PWM:249.5
ABE:RAP:558.5
ABE:RDM:221
ABE:RDU:168
ABE:RIC:374
ABE:RNO:401.566
ABE:ROA:275.71
ABE:ROC:338
ABE:RST:151
ABE:RSW:211.014
ABE:SAN:333.175
ABE:SAV:230.125
ABE:SBN:290.305
ABE:SBP:539
ABE:SDF:294.5975
ABE:SEA:354.47
ABE:SFB:100
ABE:SFO:282.1375
ABE:SGF:389.315
ABE:SHV:567
ABE:SJC:268.21
ABE:SJT:260.65
ABE:SJU:309.5
ABE:SLC:373.824
ABE:SMF:307.937142857143
ABE:SNA:409.191428571429
ABE:SPI:320.5
ABE:SRQ:155.566666666667
ABE:STL:215.601666666667
ABE:STT:264
ABE:SYR:148
ABE:TLH:241.75
ABE:TOL:222.81
ABE:TPA:225.196
ABE:TRI:270.25
ABE:TUL:274.394
ABE:TUS:370.45375
ABE:TVC:305.5
ABE:TXK:239.5
ABE:TYS:349.375
ABE:UIN:416.12
ABE:VLD:369
ABE:VPS:275.305
ABE:XNA:347.896666666667
ABE:YUM:372
ABI:JAN:211.96
ABI:SAT:188.5
ABI:ABE:357.54
ABI:ABQ:210.52
ABI:AEX:203.5
ABI:AGS:274.5
ABI:ALB:334.135
ABI:AMA:279.5
ABI:ANC:1182
ABI:ASE:449
ABI:ATL:238
ABI:ATW:173
ABI:AUS:139.5
ABI:AVL:361.5
ABI:AVP:264
ABI:BDL:271.305
ABI:BGR:468
ABI:BHM:213.5
ABI:BIL:358
ABI:BIS:253.5
ABI:BLI:200.55
ABI:BNA:152.5
ABI:BOI:181
ABI:BOS:293
ABI:BPT:179.5
ABI:BTR:193.5
ABI:BTV:441
ABI:BUF:353.2
ABI:BUR:482
ABI:BWI:183.5
ABI:BZN:386.5
ABI:CAE:300.64
ABI:CAK:368
ABI:CHA:301
ABI:CHO:472.04
ABI:CHS:236.5
ABI:CID:213.5
ABI:CLE:168.5
ABI:CLL:198.5
ABI:CLT:333.642
ABI:CMH:171.5
ABI:CMI:173.5
ABI:COS:235.85
ABI:CRP:296
ABI:CVG:203.5
ABI:DAB:453
ABI:DAY:552
ABI:DCA:400.44
ABI:DEN:106.5
ABI:DFW:133
ABI:DSM:213.5
ABI:DTW:222.915
ABI:ELP:168.23
ABI:EUG:388
ABI:EVV:256
ABI:EWR:213.525
ABI:FAI:221.5
ABI:FAR:168.5
ABI:FAT:193.5
ABI:FAY:411.525
ABI:FLL:248.5
ABI:FLO:367
ABI:FSD:373
ABI:FSM:261
ABI:FWA:161
ABI:GCK:269
ABI:GEG:253.47
ABI:GJT:229.5
ABI:GNV:339.5
ABI:GPT:213.5
ABI:GRB:556
ABI:GRI:209.5
ABI:GRR:259.215
ABI:GSO:285
ABI:GSP:176.5
ABI:GTF:670
ABI:HDN:289.5
ABI:HNL:469.806666666667
ABI:HOU:130
ABI:HPN:304.8
ABI:HSV:502
ABI:IAD:210
ABI:IAH:130.5
ABI:ICT:273
ABI:ILM:762
ABI:IND:496.25
ABI:ISP:308
ABI:ITO:882.39
ABI:JAX:221.385
ABI:JFK:355.985
ABI:KOA:1295.5
ABI:LAS:235.345
ABI:LAX:221.636666666667
ABI:LCH:216
ABI:LEX:373
ABI:LFT:323
ABI:LGA:173.926666666667
ABI:LIT:273
ABI:LRD:203.5
ABI:LSE:497.8
ABI:MCI:267.75
ABI:MCO:350.223333333333
ABI:MDT:449
ABI:MEI:373
ABI:MEM:313.5
ABI:MFE:253.5
ABI:MGM:203.5
ABI:MHK:234.5
ABI:MIA:258.5
ABI:MKE:213.5
ABI:MLB:275.33
ABI:MLI:194
ABI:MOB:238.5
ABI:MOT:436
ABI:MSN:362
ABI:MSP:177.72
ABI:MSY:256
ABI:MTJ:189
ABI:MWA:373
ABI:MYR:368
ABI:OGG:497.25
ABI:OKC:318.5
ABI:OMA:201.5
ABI:ONT:231
ABI:ORD:243.656666666667
ABI:ORF:342
ABI:PBI:196
ABI:PDX:142.5
ABI:PHF:439
ABI:PHL:386.41
ABI:PHX:162
ABI:PIA:328
ABI:PIB:213.5
ABI:PIT:154.5
ABI:PNS:176
ABI:PSC:664
ABI:PSP:366.255
ABI:PVD:351.51
ABI:RAP:371
ABI:RDM:447.04
ABI:RDU:136.5
ABI:RIC:272.755
ABI:RNO:432
ABI:ROC:397.33
ABI:ROW:409
ABI:RSW:248.5
ABI:SAF:194
ABI:SAN:209.916666666667
ABI:SAV:248.5
ABI:SBP:290.5
ABI:SCE:413
ABI:SDF:195
ABI:SEA:233.365
ABI:SFO:191.036666666667
ABI:SGF:274
ABI:SHV:345.5
ABI:SJC:145.5
ABI:SJU:402
ABI:SLC:140.5
ABI:SMF:216
ABI:SNA:244.5
ABI:SPI:223.5
ABI:STL:146.5
ABI:SYR:330.72
ABI:TLH:303
ABI:TPA:218.44
ABI:TRI:264
ABI:TUL:242
ABI:TUS:163.795
ABI:TVC:386
ABI:TXK:273
ABI:TYS:225.74
ABI:VPS:198.5
ABI:XNA:323
ABQ:SUN:162
ABQ:JAN:387.333333333333
ABQ:SAT:188.382857142857
ABQ:ABE:449.318333333333
ABQ:ABI:323
ABQ:ABY:366.5
ABQ:ACT:181
ABQ:ACV:510.085
ABQ:ADQ:906
ABQ:AEX:288
ABQ:AGS:409.576666666667
ABQ:ALB:238.442
ABQ:ALO:460.5
ABQ:ANC:290.814166666667
ABQ:ASE:854
ABQ:ATL:259.647368421053
ABQ:ATW:427.46
ABQ:AUS:158.784444444444
ABQ:AVL:181
ABQ:AVP:291.078
ABQ:AZO:419.67
ABQ:BDL:284.261764705882
ABQ:BET:337.38
ABQ:BFL:547.5
ABQ:BGM:375.5
ABQ:BGR:421.473333333333
ABQ:BHM:200.897142857143
ABQ:BIL:220
ABQ:BIS:279.216666666667
ABQ:BJI:587.83
ABQ:BLI:239.416666666667
ABQ:BMI:309.22
ABQ:BNA:263.512222222222
ABQ:BOI:174.815833333333
ABQ:BOS:212.568620689655
ABQ:BPT:176
ABQ:BQK:208.5
ABQ:BRO:409.5
ABQ:BTM:174
ABQ:BTR:241
ABQ:BTV:249.035
ABQ:BUF:318.539090909091
ABQ:BUR:199.19625
ABQ:BWI:251.158
ABQ:BZN:392.34
ABQ:CAE:178.33
ABQ:CAK:385.666666666667
ABQ:CDC:140
ABQ:CHA:325.302
ABQ:CHO:327.595
