SAT,ABQ,249.16
SAT,ANC,406.44
SAT,ATL,277.56
SAT,BFL,197.68
SAT,BNA,288.25
SAT,BOS,316.71
SAT,BTR,142.5
SAT,BUF,239.37
SAT,CLE,319.83
SAT,CLT,257.43
SAT,CMH,239.77
SAT,COS,252.18
SAT,CSG,318.08
SAT,DAL,216.15
SAT,DEN,245.72
SAT,ELP,211.26
SAT,EWR,348.71
SAT,FAT,273.19
SAT,FWA,306.49
SAT,GEG,213.92
SAT,GSO,307.33
SAT,HNL,550.34
SAT,HOU,233.79
SAT,IAH,131.28
SAT,ICT,188.16
SAT,IND,225.69
SAT,JAX,274.89
SAT,JFK,346.6
SAT,LAS,239.01
SAT,LAX,268.84
SAT,LBB,157.65
SAT,LGA,310.44
SAT,LGB,239
SAT,LNK,530.25
SAT,MCI,204.45
SAT,MCO,279.12
SAT,MDW,207.71
SAT,MEM,201.34
SAT,MIA,406.44
SAT,MKE,208.68
SAT,MSN,244.88
SAT,MSP,265.87
SAT,MSY,230.7
SAT,OAJ,237.73
SAT,OAK,269.18
SAT,OKC,174.87
SAT,OMA,179.91
SAT,ORD,336.79
SAT,ORF,342.18
SAT,PDX,252.59
SAT,PHL,301.54
SAT,PHX,277.67
SAT,PIT,280.14
SAT,PWM,386.98
SAT,RDU,301.1
SAT,RIC,262.94
SAT,RNO,278.02
SAT,SAN,291.58
SAT,SDF,204.2
SAT,SFO,274.74
SAT,SJC,230.88
SAT,SMF,197.13
SAT,SNA,198.72
SAT,STL,288.56
SAT,TOL,294.03
SAT,TPA,287.86
SAT,TUL,163.49
SAT,TUS,188.94
ABQ,SAT,188.38
ABQ,ANC,290.81
ABQ,ATL,259.65
ABQ,AUS,158.78
ABQ,BFL,547.5
ABQ,BNA,263.51
ABQ,BOS,212.57
ABQ,BTR,241
ABQ,BUF,318.54
ABQ,CLE,282.98
ABQ,CLT,282.27
ABQ,CMH,313.38
ABQ,COS,157.76
ABQ,CSG,559
ABQ,DAL,183.13
ABQ,DEN,133.76
ABQ,EWR,246.35
ABQ,FAT,170.33
ABQ,FWA,645
ABQ,GEG,232.23
ABQ,GSO,339.8
ABQ,HNL,413.7
ABQ,HOU,232.8
ABQ,IAH,207.27
ABQ,ICT,177.07
ABQ,IND,295.63
ABQ,JAX,292.13
ABQ,JFK,222.04
ABQ,LAS,266.86
ABQ,LAX,212.6
ABQ,LBB,439
ABQ,LGA,225.25
ABQ,LGB,158.19
ABQ,LNK,179.5
ABQ,LRD,238.25
ABQ,MCI,205.33
ABQ,MCO,247.67
ABQ,MDW,278.49
ABQ,MEM,301.42
ABQ,MIA,277.84
ABQ,MKE,274
ABQ,MSN,378.8
ABQ,MSP,340.72
ABQ,MSY,251.99
ABQ,OAJ,132.5
ABQ,OAK,175.48
ABQ,OKC,177.31
ABQ,OMA,194.91
ABQ,ORD,322.49
ABQ,ORF,267.27
ABQ,PDX,197.02
ABQ,PHL,228.81
ABQ,PHX,135
ABQ,PIT,261.19
ABQ,PWM,256.27
ABQ,RDU,284.77
ABQ,RIC,367.41
ABQ,RNO,238.04
ABQ,SAN,161.58
ABQ,SDF,227.53
ABQ,SFO,187.44
ABQ,SJC,177.5
ABQ,SMF,199.62
ABQ,SNA,171.51
ABQ,STL,274.06
ABQ,TOL,342.73
ABQ,TPA,326.82
ABQ,TUL,256.17
ABQ,TUS,219.5
ANC,SAT,321.6
ANC,ABQ,290.41
ANC,ATL,380.7
ANC,AUS,520.46
ANC,BFL,350.58
ANC,BNA,348.46
ANC,BOS,244.49
ANC,BTR,462.41
ANC,BUF,418.5
ANC,CLE,475.13
ANC,CLT,406.33
ANC,CMH,338.29
ANC,COS,344.98
ANC,CSG,476.55
ANC,DAL,269.47
ANC,DEN,359.83
ANC,ELP,450.74
ANC,EWR,390.23
ANC,FAT,338.79
ANC,FWA,289.46
ANC,GEG,305.52
ANC,GSO,442.1
ANC,HNL,469.2
ANC,HOU,371
ANC,IAH,491.1
ANC,ICT,490.13
ANC,IND,363.66
ANC,JAX,410.34
ANC,JFK,278.23
ANC,LAS,319.18
ANC,LAX,298.76
ANC,LBB,627
ANC,LGA,263.51
ANC,LNK,180
ANC,MCI,336.78
ANC,MCO,329.96
ANC,MDW,407
ANC,MEM,456.23
ANC,MIA,638.64
ANC,MKE,288.76
ANC,MSN,379.44
ANC,MSP,286.35
ANC,MSY,408
ANC,OAJ,636
ANC,OAK,174.03
ANC,OKC,360.66
ANC,OMA,233.51
ANC,ORD,288.98
ANC,ORF,330.01
ANC,PDX,449.79
